station_id,number_of_chargers,max_station_power_kw,parking_spots,station_age_years,charger_type,station_type,renewable_energy_source,avg_utilization,congestion_freq,total_sessions,avg_wait_time,avg_session_duration,power_per_charger,charger_to_parking_ratio,target_high_util,target_high_congestion,availability,avg_capacity_utilization,avg_duration_min,avg_energy_per_session,avg_revenue_per_session,avg_users_per_day,avg_utilization_rate,avg_wait_time_min,city,congested_hours,max_queue_length,pct_long_wait_sessions,peak_sessions,total_energy_kwh,total_revenue_usd,norm_demand,norm_capacity,norm_congestion,gap_score,priority_tier,revenue_per_charger,sessions_per_charger
EVS00961,4,600,6,7,DC Fast Charger,Fast Charging,No,0.2080076923076922,0.0,39,0.9961538461538462,49.922051282051285,150.0,0.6666666666666666,0,0,9:00-18:00,0.0377,49.92,16.48,3.69,40.0,0.208,1.0,Unknown,0,1.0,0.0,507,25070.68,5614.83,0.14746543778801843,0.20806335493160547,0.0,0.0174,Healthy Stable,1403.71,9.75
EVS00962,3,66,4,11,AC Level 1,Destination/AC,No,0.3472571428571429,0.0649350649350649,77,2.7270129870129867,62.506753246753256,22.0,0.75,0,0,9:00-18:00,0.2707,62.51,18.16,2.79,82.0,0.3473,2.73,Unknown,385,3.0,0.0,2156,107652.16,16548.84,0.32258064516129037,0.015838732901367888,0.0649350649350649,0.1518,Healthy Stable,5516.28,25.67
EVS00963,3,450,6,7,AC Level 2,Fast Charging,Yes,0.3319133333333333,0.2666666666666666,150,4.634,59.745133333333335,150.0,0.5,0,0,24/7,0.0392,59.75,16.99,5.91,153.0,0.3319,4.63,Unknown,6000,4.0,2.67,6900,382208.7,132892.5,0.6589861751152074,0.1540676745860331,0.2666666666666666,0.3394,Healthy Stable,44297.5,50.0
EVS00964,3,450,5,15,AC Level 1,Fast Charging,Yes,0.3467061224489796,0.0816326530612244,50,1.5260204081632651,61.1592,150.0,0.6,0,0,9:00-18:00,0.0376,61.16,16.71,5.79,50.0,0.3467,1.54,Unknown,200,2.0,0.0,735,40928.13,14182.07,0.19815668202764977,0.1540676745860331,0.0816326530612244,0.0811,Healthy Stable,4727.36,16.67
EVS00965,6,2100,8,13,DC Fast Charger,Ultra-Fast Charging,No,0.1529426315789473,0.1263157894736842,192,2.509105263157895,54.48546875,350.0,0.75,0,0,9:00-18:00,0.0104,54.49,16.86,4.12,171.0,0.1529,2.51,Unknown,4608,3.0,0.52,10260,615122.15,150149.4,0.8525345622119815,0.748020158387329,0.1263157894736842,0.2419,Overbuilt,25024.9,32.0
EVS00966,6,900,8,7,AC Level 2,Fast Charging,Yes,0.1706084112149532,0.0934579439252336,107,1.6413084112149534,61.419719626168224,150.0,0.75,0,0,24/7,0.02,61.42,17.7,8.84,112.0,0.1706,1.64,Unknown,1070,3.0,0.0,3638,202598.19,101240.19,0.4608294930875576,0.3160547156227501,0.0934579439252336,0.1585,Overbuilt,16873.37,17.83
EVS00967,6,2100,9,16,DC Fast Charger,Ultra-Fast Charging,Yes,0.1499131147540983,0.0983606557377049,125,2.1545901639344263,52.67288,350.0,0.6666666666666666,0,0,6:00-22:00,0.0106,52.67,16.75,6.19,114.0,0.1499,2.15,Unknown,1500,3.0,0.0,5856,255461.05,94464.6,0.543778801843318,0.748020158387329,0.0983606557377049,0.1073,Overbuilt,15744.1,20.83
EVS00968,5,110,9,15,AC Level 2,Destination/AC,No,0.1979417910447761,0.0149253731343283,67,1.2576119402985075,59.38313432835821,22.0,0.5555555555555556,0,0,9:00-18:00,0.1556,59.38,16.74,4.25,67.0,0.1979,1.26,Unknown,67,2.0,0.0,1273,75153.7,19077.58,0.2764976958525346,0.03167746580273578,0.0149253731343283,0.1102,Low Demand,3815.52,13.4
EVS00969,2,44,4,8,DC Fast Charger,Destination/AC,No,0.4997726708074534,0.3726708074534161,161,6.6904968944099386,59.97291925465838,22.0,0.5,0,1,6:00-22:00,0.3906,59.97,16.58,7.08,166.0,0.4998,6.69,Unknown,9660,5.0,10.56,7406,429676.16,183473.99,0.7096774193548387,0.007919366450683946,0.3726708074534161,0.4314,Healthy Stable,91737.0,80.5
EVS00970,8,1200,10,15,AC Level 2,Fast Charging,No,0.122526923076923,0.0769230769230769,26,0.4323076923076923,58.818461538461534,150.0,0.8,0,0,6:00-22:00,0.0147,58.82,16.79,5.37,20.0,0.1225,0.43,Unknown,52,2.0,0.0,208,11351.99,3628.3,0.08755760368663594,0.4240460763138949,0.0769230769230769,-0.019,Overbuilt,453.54,3.25
EVS00971,6,900,9,15,DC Fast Charger,Fast Charging,No,0.15575,0.05,61,0.897,55.15081967213114,150.0,0.6666666666666666,0,0,9:00-18:00,0.024,55.15,16.89,6.4,64.0,0.1558,0.89,Unknown,183,2.0,0.0,1140,61834.56,23440.2,0.2488479262672811,0.3160547156227501,0.05,0.0563,Overbuilt,3906.7,10.17
EVS00972,6,132,9,16,DC Fast Charger,Destination/AC,No,0.1633932584269662,0.0337078651685393,90,1.3180337078651685,58.169777777777774,22.0,0.6666666666666666,0,0,24/7,0.1412,58.17,17.42,3.74,84.0,0.1634,1.32,Unknown,270,3.0,0.0,2759,139516.31,29960.96,0.3824884792626728,0.03959683225341972,0.0337078651685393,0.1586,Low Demand,4993.49,15.0
EVS00973,5,110,8,12,AC Level 1,Destination/AC,Yes,0.2052320388349514,0.0970873786407767,103,1.7099029126213592,61.56776699029126,22.0,0.625,0,0,24/7,0.1518,61.57,16.44,6.39,93.0,0.2052,1.71,Unknown,1030,3.0,0.0,3605,174407.63,67811.08,0.44239631336405527,0.03167746580273578,0.0970873786407767,0.2095,Healthy Stable,13562.22,20.6
EVS00974,6,2100,10,7,DC Fast Charger,Ultra-Fast Charging,No,0.1524837209302325,0.0581395348837209,86,1.6019767441860466,54.893488372093024,350.0,0.6,0,0,9:00-18:00,0.0102,54.89,16.18,2.81,93.0,0.1525,1.6,Unknown,430,2.0,0.0,2666,119646.55,20771.58,0.3640552995391705,0.748020158387329,0.0581395348837209,0.0193,Overbuilt,3461.93,14.33
EVS00975,7,1050,10,7,AC Level 1,Fast Charging,No,0.1559521739130434,0.0434782608695652,47,0.7290217391304349,64.1068085106383,150.0,0.7,0,0,9:00-18:00,0.0175,64.11,19.12,4.49,39.0,0.156,0.72,Unknown,94,3.0,0.0,736,41333.25,9700.48,0.18433179723502305,0.37005039596832257,0.0434782608695652,0.0171,Overbuilt,1385.78,6.71
EVS00976,6,2100,9,12,DC Fast Charger,Ultra-Fast Charging,Yes,0.1408783333333333,0.0666666666666666,60,0.8173333333333334,50.718,350.0,0.6666666666666666,0,0,6:00-22:00,0.0121,50.72,17.51,6.12,52.0,0.1409,0.82,Unknown,240,3.0,0.0,1260,63045.72,22033.8,0.24423963133640555,0.748020158387329,0.0666666666666666,-0.0252,Overbuilt,3672.3,10.0
EVS00977,5,750,7,14,DC Fast Charger,Fast Charging,Yes,0.1675290322580645,0.1290322580645161,31,0.5948387096774194,50.25806451612903,150.0,0.7142857142857143,0,0,24/7,0.0318,50.26,16.31,4.54,30.0,0.1675,0.59,Unknown,124,2.0,0.0,372,15677.48,4358.29,0.11059907834101382,0.2620590352771778,0.1290322580645161,0.0434,Overbuilt,871.66,6.2
EVS00978,7,350,9,15,DC Fast Charger,Fast Charging,Yes,0.1247714285714285,0.0317460317460317,126,1.5333333333333332,52.40468253968254,50.0,0.7777777777777778,0,0,9:00-18:00,0.0622,52.4,16.85,8.09,109.0,0.1248,1.53,Unknown,504,2.0,0.0,4788,267573.6,128370.06,0.5483870967741936,0.11807055435565153,0.0317460317460317,0.2084,Overbuilt,18338.58,18.0
EVS00979,8,176,10,4,AC Level 1,Destination/AC,No,0.1361906976744186,0.0348837209302325,86,0.9409302325581396,65.37162790697674,22.0,0.8,0,0,6:00-22:00,0.1006,65.37,18.71,2.66,72.0,0.1362,0.94,Unknown,258,3.0,0.0,2064,138353.27,19705.18,0.3640552995391705,0.05543556515478762,0.0348837209302325,0.1485,Low Demand,2463.15,10.75
EVS00980,1,350,1,14,AC Level 1,Ultra-Fast Charging,No,0.8887704,0.76,125,7.32048,60.60696,350.0,1.0,1,1,6:00-22:00,0.0485,60.61,16.37,5.52,108.0,0.8888,7.32,Unknown,11875,7.0,8.8,4500,255708.5,86227.5,0.543778801843318,0.11807055435565153,0.76,0.4979,Critical Congestion,86227.5,125.0
EVS00981,1,150,1,3,AC Level 2,Fast Charging,Yes,0.8940214285714285,0.8482142857142857,112,8.233303571428571,60.13794642857143,150.0,1.0,1,1,9:00-18:00,0.1107,60.14,16.03,5.9,112.0,0.894,8.23,Unknown,10640,4.0,16.96,4704,201091.41,73961.44,0.4838709677419355,0.04607631389488841,0.8482142857142857,0.5236,Critical Congestion,73961.44,112.0
EVS00982,4,600,5,8,AC Level 2,Fast Charging,Yes,0.2576565517241379,0.1586206896551724,145,3.0101379310344827,61.8371724137931,150.0,0.8,0,0,9:00-18:00,0.0287,61.84,16.81,6.88,130.0,0.2577,3.01,Unknown,3335,3.0,0.69,7250,353403.14,144672.3,0.6359447004608295,0.20806335493160547,0.1586206896551724,0.2762,Healthy Stable,36168.07,36.25
EVS00983,2,700,3,3,AC Level 2,Ultra-Fast Charging,No,0.5207609999999999,0.25,100,4.2151,62.5901,350.0,0.6666666666666666,1,0,6:00-22:00,0.0247,62.59,17.41,7.96,105.0,0.5208,4.22,Unknown,2500,3.0,3.0,3000,174083.6,79569.0,0.4285714285714286,0.244060475161987,0.25,0.2226,Healthy Stable,39784.5,50.0
EVS00984,3,450,5,8,DC Fast Charger,Fast Charging,No,0.2669176923076923,0.1769230769230769,131,3.843384615384615,47.67793893129771,150.0,0.6,0,0,24/7,0.0557,47.68,17.37,6.4,121.0,0.2669,3.82,Unknown,3013,4.0,2.29,5070,295790.95,108908.8,0.5714285714285715,0.1540676745860331,0.1769230769230769,0.2685,Healthy Stable,36302.93,43.67
EVS00985,3,450,4,6,DC Fast Charger,Fast Charging,Yes,0.3042091743119266,0.0642201834862385,110,3.181788990825688,54.25990909090909,150.0,0.75,0,0,24/7,0.0494,54.26,16.56,2.2,111.0,0.3042,3.21,Unknown,770,4.0,0.91,4469,198588.08,26382.36,0.4746543778801844,0.1540676745860331,0.0642201834862385,0.1847,Healthy Stable,8794.12,36.67
EVS00986,6,2100,8,8,DC Fast Charger,Ultra-Fast Charging,No,0.1377410714285714,0.0803571428571428,112,2.0019642857142856,49.58544642857142,350.0,0.75,0,0,24/7,0.012,49.59,17.51,6.6,122.0,0.1377,2.0,Unknown,1008,2.0,0.0,4704,219672.88,82787.04,0.4838709677419355,0.748020158387329,0.0803571428571428,0.0761,Overbuilt,13797.84,18.67
EVS00987,1,22,2,8,DC Fast Charger,Destination/AC,No,0.8724169491525424,0.8050847457627118,119,7.806271186440678,58.39420168067227,22.0,0.5,1,1,9:00-18:00,0.7759,58.39,15.97,3.91,116.0,0.8724,7.76,Unknown,11305,9.0,10.08,4720,224276.82,54923.1,0.5161290322580645,0.0,0.8050847457627118,0.5285,Critical Congestion,54923.1,119.0
EVS00988,6,132,8,8,DC Fast Charger,Destination/AC,No,0.1751958904109589,0.0547945205479452,73,1.280958904109589,63.06917808219178,22.0,0.75,0,0,6:00-22:00,0.1297,63.07,17.49,8.52,67.0,0.1752,1.28,Unknown,292,3.0,0.0,1898,93230.64,45424.25,0.30414746543778803,0.03959683225341972,0.0547945205479452,0.1357,Low Demand,7570.71,12.17
EVS00989,2,44,3,6,AC Level 2,Destination/AC,Yes,0.5213116666666667,0.0833333333333333,61,2.617,61.531639344262295,22.0,0.6666666666666666,1,0,24/7,0.3589,61.53,15.45,5.97,55.0,0.5213,2.61,Unknown,305,3.0,1.64,1080,56564.34,21839.4,0.2488479262672811,0.007919366450683946,0.0833333333333333,0.1313,Healthy Stable,10919.7,30.5
EVS00990,1,22,1,12,AC Level 2,Destination/AC,No,0.8965974193548387,0.832258064516129,157,9.41,63.53573248407643,22.0,1.0,1,1,6:00-22:00,0.806,63.54,17.88,3.64,144.0,0.8966,9.37,Unknown,20253,6.0,17.83,8215,435051.68,88680.15,0.6912442396313364,0.0,0.832258064516129,0.6094,Critical Congestion,88680.15,157.0
EVS00991,2,300,3,3,AC Level 2,Fast Charging,No,0.5401,0.1358024691358024,81,3.1475308641975306,64.81222222222222,150.0,0.6666666666666666,1,0,9:00-18:00,0.0534,64.81,17.17,4.21,71.0,0.5401,3.15,Unknown,891,4.0,1.23,2187,112681.85,27604.8,0.3410138248847926,0.10007199424046076,0.1358024691358024,0.1707,Healthy Stable,13802.4,40.5
EVS00992,1,50,1,7,AC Level 2,Fast Charging,Yes,0.8951504672897196,0.8411214953271028,107,8.38214953271028,62.55841121495328,50.0,1.0,1,1,9:00-18:00,0.3523,62.56,17.83,7.46,105.0,0.8952,8.38,Unknown,9630,6.0,16.82,4280,204129.89,85410.61,0.4608294930875576,0.010079193664506839,0.8411214953271028,0.5188,Critical Congestion,85410.61,107.0
EVS00993,3,450,4,13,AC Level 1,Fast Charging,Yes,0.3382254545454545,0.0363636363636363,55,1.4492727272727273,60.88036363636364,150.0,0.75,0,0,9:00-18:00,0.0345,60.88,15.06,5.39,47.0,0.3382,1.45,Unknown,110,2.0,0.0,990,45550.62,16306.95,0.22119815668202766,0.1540676745860331,0.0363636363636363,0.0722,Healthy Stable,5435.65,18.33
EVS00994,2,44,3,6,DC Fast Charger,Destination/AC,Yes,0.497857281553398,0.1941747572815534,103,3.903398058252428,59.74291262135922,22.0,0.6666666666666666,0,0,24/7,0.3862,59.74,16.38,5.86,86.0,0.4979,3.9,Unknown,2060,4.0,2.91,3296,173811.57,62200.67,0.44239631336405527,0.007919366450683946,0.1941747572815534,0.253,Healthy Stable,31100.34,51.5
EVS00995,4,600,7,6,DC Fast Charger,Fast Charging,No,0.2147742574257425,0.099009900990099,101,1.966237623762376,51.54554455445545,150.0,0.5714285714285714,0,0,24/7,0.039,51.55,16.87,6.01,102.0,0.2148,1.97,Unknown,1010,3.0,0.0,3333,172094.3,61329.22,0.43317972350230416,0.20806335493160547,0.099009900990099,0.1713,Healthy Stable,15332.3,25.25
EVS00996,2,700,3,4,DC Fast Charger,Ultra-Fast Charging,Yes,0.4360463235294118,0.3455882352941176,136,5.604044117647058,52.325294117647054,350.0,0.6666666666666666,0,1,24/7,0.031,52.33,15.9,7.93,118.0,0.436,5.6,Unknown,6392,5.0,5.15,5032,294046.42,146621.6,0.5944700460829493,0.244060475161987,0.3455882352941176,0.3272,Healthy Stable,73310.8,68.0
EVS00997,1,150,2,4,AC Level 1,Fast Charging,Yes,0.9188754716981132,0.8867924528301887,107,8.559905660377359,62.56841121495327,150.0,0.5,1,1,6:00-22:00,0.112,62.57,16.99,8.21,101.0,0.9189,8.58,Unknown,10058,5.0,19.63,4452,192711.82,93064.82,0.4608294930875576,0.04607631389488841,0.8867924528301887,0.5298,Critical Congestion,93064.82,107.0
EVS00998,5,250,7,8,DC Fast Charger,Fast Charging,Yes,0.1803103896103896,0.1168831168831168,77,1.5107792207792208,54.0938961038961,50.0,0.7142857142857143,0,0,24/7,0.0893,54.09,16.97,6.02,74.0,0.1803,1.51,Unknown,693,3.0,0.0,1694,100586.1,35677.95,0.32258064516129037,0.08207343412526998,0.1168831168831168,0.1594,Low Demand,7135.59,15.4
EVS00999,6,300,10,4,AC Level 1,Fast Charging,Yes,0.1735644171779141,0.1656441717791411,166,2.626319018404908,61.35373493975903,50.0,0.6,0,0,9:00-18:00,0.056,61.35,16.64,6.81,173.0,0.1736,2.62,Unknown,4482,4.0,0.0,9454,450378.45,184145.99,0.7327188940092166,0.10007199424046076,0.1656441717791411,0.3393,Low Demand,30691.0,27.67
EVS01000,4,88,5,11,DC Fast Charger,Destination/AC,No,0.2520063829787234,0.1382978723404255,94,2.5544680851063832,60.480638297872346,22.0,0.8,0,0,24/7,0.196,60.48,16.61,5.78,99.0,0.252,2.55,Unknown,1222,3.0,0.0,3196,146753.27,51076.78,0.40092165898617516,0.023758099352051837,0.1382978723404255,0.2109,Healthy Stable,12769.2,23.5
EVS01001,6,900,10,9,AC Level 2,Fast Charging,No,0.1701944444444444,0.1481481481481481,162,2.474135802469136,61.26938271604938,150.0,0.6,0,0,9:00-18:00,0.0195,61.27,17.3,4.98,148.0,0.1702,2.47,Unknown,3888,3.0,0.0,9882,454134.76,130656.24,0.7142857142857143,0.3160547156227501,0.1481481481481481,0.2818,Overbuilt,21776.04,27.0
EVS01002,4,1400,6,7,DC Fast Charger,Ultra-Fast Charging,No,0.2188384615384615,0.1468531468531468,145,3.281783216783217,51.79689655172414,350.0,0.6666666666666666,0,0,24/7,0.0163,51.8,16.52,5.26,136.0,0.2188,3.28,Unknown,3045,3.0,1.38,8294,342500.16,109023.2,0.6359447004608295,0.496040316774658,0.1468531468531468,0.2139,Healthy Stable,27255.8,36.25
EVS01003,2,700,5,6,AC Level 1,Ultra-Fast Charging,No,0.5022543103448276,0.2068965517241379,116,4.463534482758621,60.41025862068965,350.0,0.4,0,0,24/7,0.0239,60.41,16.48,2.52,107.0,0.5023,4.46,Unknown,2784,3.0,2.59,4408,221807.31,33866.2,0.5023041474654378,0.244060475161987,0.2068965517241379,0.2349,Healthy Stable,16933.1,58.0
EVS01004,7,154,10,11,AC Level 2,Destination/AC,No,0.1516112994350282,0.1581920903954802,179,2.5200564971751414,62.96670391061453,22.0,0.7,0,0,6:00-22:00,0.1105,62.97,17.47,7.13,161.0,0.1516,2.51,Unknown,5012,3.0,0.56,9735,553393.51,225899.79,0.7926267281105991,0.04751619870410367,0.1581920903954802,0.3708,Low Demand,32271.4,25.57
EVS01005,4,600,5,15,AC Level 1,Fast Charging,No,0.2405206896551724,0.0,29,0.8113793103448276,57.72379310344827,150.0,0.8,0,0,9:00-18:00,0.0296,57.72,16.78,5.37,36.0,0.2405,0.81,Unknown,0,1.0,0.0,290,14115.63,4515.88,0.10138248847926268,0.20806335493160547,0.0,-0.0011,Healthy Stable,1128.97,7.25
EVS01006,2,100,3,13,DC Fast Charger,Fast Charging,Yes,0.4749452702702703,0.3581081081081081,151,6.74375,56.0094701986755,50.0,0.6666666666666666,0,1,24/7,0.2123,56.01,17.41,4.64,166.0,0.4749,6.7,Unknown,8003,6.0,11.92,8140,388993.88,103648.84,0.663594470046083,0.028077753779697623,0.3581081081081081,0.4031,Healthy Stable,51824.42,75.5
EVS01007,5,110,7,8,DC Fast Charger,Destination/AC,Yes,0.207669387755102,0.1632653061224489,148,3.2110204081632654,61.88047297297297,22.0,0.7142857142857143,0,0,9:00-18:00,0.1632,61.88,18.09,2.79,155.0,0.2077,3.21,Unknown,3552,3.0,1.35,8085,393551.05,60606.63,0.6497695852534563,0.03167746580273578,0.1632653061224489,0.3189,Healthy Stable,12121.33,29.6
EVS01008,5,1750,7,13,AC Level 1,Ultra-Fast Charging,No,0.2062933333333333,0.1,90,1.5736666666666663,61.88866666666667,350.0,0.7142857142857143,0,0,24/7,0.01,61.89,17.2,8.74,98.0,0.2063,1.57,Unknown,810,3.0,0.0,2160,139315.14,70801.2,0.3824884792626728,0.6220302375809935,0.1,0.0686,Healthy Stable,14160.24,18.0
EVS01009,6,2100,8,7,AC Level 2,Ultra-Fast Charging,Yes,0.1650342465753424,0.1095890410958904,146,2.280342465753425,59.413561643835614,350.0,0.75,0,0,24/7,0.0083,59.41,16.64,2.72,136.0,0.165,2.28,Unknown,2336,4.0,0.0,7446,354717.66,57940.1,0.6405529953917051,0.748020158387329,0.1095890410958904,0.1505,Overbuilt,9656.68,24.33
EVS01010,4,1400,7,12,AC Level 2,Ultra-Fast Charging,No,0.2536548387096774,0.1397849462365591,93,2.1986021505376345,60.87709677419355,350.0,0.5714285714285714,0,0,9:00-18:00,0.0119,60.88,16.37,1.67,100.0,0.2537,2.2,Unknown,1209,4.0,0.0,2883,141558.56,14415.93,0.3963133640552995,0.496040316774658,0.1397849462365591,0.1152,Healthy Stable,3603.98,23.25
EVS01011,2,300,2,9,AC Level 2,Fast Charging,No,0.4885907407407407,0.1111111111111111,54,3.10037037037037,58.63,150.0,1.0,0,0,9:00-18:00,0.0603,58.63,16.49,2.52,59.0,0.4886,3.1,Unknown,324,2.0,0.0,756,48077.6,7353.18,0.21658986175115208,0.10007199424046076,0.1111111111111111,0.1111,Healthy Stable,3676.59,27.0
EVS01012,3,66,4,4,AC Level 1,Destination/AC,Yes,0.33205625,0.21875,160,4.2146875,59.77025,22.0,0.75,0,0,24/7,0.2539,59.77,15.85,7.62,146.0,0.3321,4.21,Unknown,5600,4.0,2.5,9280,405671.36,195097.6,0.7050691244239632,0.015838732901367888,0.21875,0.3664,Healthy Stable,65032.53,53.33
EVS01013,3,66,4,13,DC Fast Charger,Destination/AC,Yes,0.3297608695652174,0.0,46,1.779130434782609,59.35630434782608,22.0,0.75,0,0,24/7,0.2571,59.36,16.29,2.97,55.0,0.3298,1.78,Unknown,0,1.0,0.0,690,34467.16,6284.98,0.17972350230414746,0.015838732901367888,0.0,0.0687,Healthy Stable,2094.99,15.33
EVS01014,2,100,2,8,DC Fast Charger,Fast Charging,Yes,0.4602328125,0.15625,64,3.75875,55.2278125,50.0,1.0,0,0,6:00-22:00,0.2102,55.23,17.36,6.71,66.0,0.4602,3.76,Unknown,640,3.0,0.0,1408,71120.06,27493.12,0.2626728110599078,0.028077753779697623,0.15625,0.162,Healthy Stable,13746.56,32.0
EVS01015,6,132,7,7,AC Level 2,Destination/AC,Yes,0.1684475247524752,0.0594059405940594,101,1.735643564356436,60.63930693069307,22.0,0.8571428571428571,0,0,9:00-18:00,0.1332,60.64,17.5,8.75,100.0,0.1684,1.74,Unknown,606,3.0,0.0,2828,178469.42,89241.58,0.43317972350230416,0.03959683225341972,0.0594059405940594,0.1891,Low Demand,14873.6,16.83
EVS01016,2,44,3,14,AC Level 1,Destination/AC,Yes,0.5092773722627737,0.3795620437956204,137,6.277591240875912,61.12452554744525,22.0,0.6666666666666666,0,1,9:00-18:00,0.4125,61.12,18.15,7.77,153.0,0.5093,6.28,Unknown,7124,5.0,8.76,5343,340740.1,145865.27,0.599078341013825,0.007919366450683946,0.3795620437956204,0.3899,Healthy Stable,72932.63,68.5
EVS01017,6,300,9,13,AC Level 1,Fast Charging,Yes,0.1742651162790697,0.0581395348837209,86,1.3681395348837209,62.7353488372093,50.0,0.6666666666666666,0,0,9:00-18:00,0.0571,62.74,17.07,7.36,78.0,0.1743,1.37,Unknown,430,2.0,0.0,3010,126263.14,54408.76,0.3640552995391705,0.10007199424046076,0.0581395348837209,0.1489,Low Demand,9068.13,14.33
EVS01018,2,300,3,14,AC Level 1,Fast Charging,No,0.4840819047619047,0.3142857142857143,106,6.165428571428572,57.87169811320754,150.0,0.6666666666666666,0,1,6:00-22:00,0.0573,57.87,15.82,6.02,96.0,0.4841,6.16,Unknown,3498,5.0,6.6,4830,176101.38,66982.65,0.45622119815668205,0.10007199424046076,0.3142857142857143,0.2882,Healthy Stable,33491.32,53.0
EVS01019,3,150,5,5,AC Level 1,Fast Charging,No,0.3073727272727273,0.0909090909090909,22,0.4795454545454545,55.32681818181818,50.0,0.6,0,0,24/7,0.1195,55.33,16.49,6.2,21.0,0.3074,0.48,Unknown,44,2.0,0.0,154,7979.05,2999.48,0.06912442396313365,0.04607631389488841,0.0909090909090909,0.0548,Healthy Stable,999.83,7.33
EVS01020,1,50,1,14,DC Fast Charger,Fast Charging,Yes,0.8345903225806451,0.6451612903225806,31,2.751935483870968,58.19161290322581,50.0,1.0,1,1,24/7,0.4145,58.19,16.82,5.5,34.0,0.8346,2.75,Unknown,620,3.0,0.0,279,16161.54,5280.85,0.11059907834101382,0.010079193664506839,0.6451612903225806,0.3003,Critical Congestion,5280.85,31.0
EVS01021,7,350,10,13,DC Fast Charger,Fast Charging,No,0.1145583333333333,0.0833333333333333,24,0.4208333333333333,48.11083333333334,50.0,0.7,0,0,9:00-18:00,0.0677,48.11,17.48,4.82,24.0,0.1146,0.42,Unknown,48,2.0,0.0,216,10070.16,2777.76,0.07834101382488479,0.11807055435565153,0.0833333333333333,0.0411,Overbuilt,396.82,3.43
EVS01022,7,154,9,11,DC Fast Charger,Destination/AC,Yes,0.1575228571428571,0.0285714285714285,35,0.5885714285714286,66.16171428571428,22.0,0.7777777777777778,0,0,6:00-22:00,0.1009,66.16,16.92,5.59,26.0,0.1575,0.59,Unknown,35,2.0,0.0,490,20726.34,6850.55,0.12903225806451613,0.04751619870410367,0.0285714285714285,0.0535,Low Demand,978.65,5.0
EVS01023,4,600,8,12,AC Level 2,Fast Charging,Yes,0.2541292682926829,0.2073170731707317,164,3.554451219512196,60.9909756097561,150.0,0.5,0,0,9:00-18:00,0.0302,60.99,17.88,2.74,158.0,0.2541,3.55,Unknown,5576,4.0,0.61,10004,480963.95,73693.4,0.7235023041474654,0.20806335493160547,0.2073170731707317,0.3307,Healthy Stable,18423.35,41.0
EVS01024,4,1400,7,15,AC Level 2,Ultra-Fast Charging,Yes,0.2597789772727272,0.1988636363636363,177,3.820653409090909,61.99446327683616,350.0,0.5714285714285714,0,0,24/7,0.0121,61.99,16.93,2.95,153.0,0.2598,3.81,Unknown,6195,3.0,3.39,11264,527485.55,91752.32,0.783410138248848,0.496040316774658,0.1988636363636363,0.2937,Healthy Stable,22938.08,44.25
EVS01025,5,250,7,10,DC Fast Charger,Fast Charging,Yes,0.1685755395683453,0.0935251798561151,139,2.909208633093525,50.57474820143885,50.0,0.7142857142857143,0,0,9:00-18:00,0.0902,50.57,16.41,5.54,150.0,0.1686,2.91,Unknown,1807,4.0,0.0,7089,317055.94,107055.02,0.6082949308755761,0.08207343412526998,0.0935251798561151,0.2643,Low Demand,21411.0,27.8
EVS01026,3,1050,5,13,AC Level 1,Ultra-Fast Charging,No,0.3375684210526316,0.0526315789473684,19,0.7805263157894737,60.76368421052632,350.0,0.6,0,0,6:00-22:00,0.016,60.76,16.29,2.31,24.0,0.3376,0.78,Unknown,19,2.0,0.0,76,5880.35,832.2,0.05529953917050691,0.37005039596832257,0.0526315789473684,-0.0308,Healthy Stable,277.4,6.33
EVS01027,2,700,4,12,AC Level 2,Ultra-Fast Charging,No,0.5307878787878787,0.0,33,1.5775757575757576,63.69424242424242,350.0,0.5,1,0,24/7,0.0254,63.69,18.31,2.44,27.0,0.5308,1.58,Unknown,0,1.0,0.0,495,19935.27,2662.11,0.11981566820276499,0.244060475161987,0.0,-0.0009,Healthy Stable,1331.06,16.5
EVS01028,5,750,9,16,AC Level 1,Fast Charging,No,0.2132397058823529,0.0147058823529411,69,1.284485294117647,63.04507246376811,150.0,0.5555555555555556,0,0,24/7,0.0229,63.05,17.59,3.59,61.0,0.2132,1.27,Unknown,69,2.0,0.0,1496,82544.66,16847.68,0.2857142857142857,0.2620590352771778,0.0147058823529411,0.0678,Healthy Stable,3369.54,13.8
EVS01029,4,600,5,12,AC Level 1,Fast Charging,No,0.261053781512605,0.1428571428571428,120,2.7760084033613444,62.131,150.0,0.8,0,0,6:00-22:00,0.029,62.13,17.58,6.62,108.0,0.2611,2.79,Unknown,2040,3.0,0.83,4998,251067.03,94562.16,0.5207373271889402,0.20806335493160547,0.1428571428571428,0.2238,Healthy Stable,23640.54,30.0
EVS01030,5,250,7,5,AC Level 2,Fast Charging,Yes,0.1935315789473684,0.0394736842105263,76,1.3736842105263158,58.060394736842106,50.0,0.7142857142857143,0,0,6:00-22:00,0.0694,58.06,15.73,1.78,70.0,0.1935,1.37,Unknown,228,3.0,0.0,2508,90869.1,10288.88,0.3179723502304147,0.08207343412526998,0.0394736842105263,0.1266,Low Demand,2057.78,15.2
