Station_ID,Number_of_Chargers,Max_Station_Power_kW,Parking_Spots,Station_Age_Years,Charger_Type,Station_Type,Renewable_Energy_Source,Avg_Utilization,Congestion_Freq,Total_Sessions,Avg_Wait_Time,Avg_Session_Duration,Power_per_Charger,Charger_to_Parking_Ratio,Target_High_Util,Target_High_Congestion
EVS01508,1,350,2,5,AC Level 2,Ultra-Fast Charging,Yes,0.8843953488372094,0.8372093023255814,86,8.494651162790698,58.68058139534883,350.0,0.5,1,1
EVS01509,3,450,5,4,AC Level 2,Fast Charging,No,0.34692307692307695,0.23668639053254437,169,4.809467455621301,62.44603550295857,150.0,0.6,0,0
EVS01510,1,50,2,14,AC Level 2,Fast Charging,Yes,0.8784093220338983,0.8305084745762712,118,8.487118644067797,60.03720338983051,50.0,0.5,1,1
EVS01511,2,300,4,3,AC Level 1,Fast Charging,No,0.494323076923077,0.13186813186813187,91,2.9953846153846153,59.3189010989011,150.0,0.5,0,0
EVS01512,5,1750,10,4,AC Level 2,Ultra-Fast Charging,No,0.2141232142857143,0.05357142857142857,56,1.1539285714285714,64.23732142857143,350.0,0.5,0,0
EVS01513,2,100,2,7,DC Fast Charger,Fast Charging,Yes,0.441897972972973,0.34459459459459457,150,6.618783783783784,52.32313333333334,50.0,1.0,0,1
EVS01514,4,200,9,15,DC Fast Charger,Fast Charging,Yes,0.2253658536585366,0.036585365853658534,82,1.974512195121951,54.08609756097562,50.0,0.4444444444444444,0,0
EVS01515,7,1050,10,9,AC Level 2,Fast Charging,Yes,0.14114920634920636,0.047619047619047616,63,0.9736507936507937,59.28285714285715,150.0,0.7,0,0
EVS01516,7,1050,10,5,AC Level 2,Fast Charging,Yes,0.14806586826347307,0.0658682634730539,168,2.1789520958083832,61.8172619047619,150.0,0.7,0,0
EVS01517,2,44,3,9,DC Fast Charger,Destination/AC,No,0.5275712765957448,0.19148936170212766,94,3.4898936170212767,63.41936170212766,22.0,0.6666666666666666,1,0
EVS01518,6,2100,10,11,AC Level 2,Ultra-Fast Charging,Yes,0.14329333333333333,0.06666666666666667,15,0.4473333333333333,51.58266666666667,350.0,0.6,0,0
EVS01519,2,100,5,11,AC Level 1,Fast Charging,No,0.5107563106796117,0.1941747572815534,104,4.1503883495145635,60.75778846153847,50.0,0.4,0,0
EVS01520,6,132,8,11,AC Level 1,Destination/AC,No,0.17199878048780487,0.07317073170731707,83,1.3576219512195122,61.17313253012048,22.0,0.75,0,0
EVS01521,1,350,1,7,DC Fast Charger,Ultra-Fast Charging,Yes,0.7916714285714286,0.7083333333333334,169,8.44139880952381,52.23443786982249,350.0,1.0,1,1
EVS01522,3,450,5,3,AC Level 2,Fast Charging,Yes,0.3381985714285714,0.22857142857142856,140,4.514428571428572,60.875,150.0,0.6,0,0
EVS01523,2,44,3,13,AC Level 2,Destination/AC,No,0.5339791666666667,0.125,48,2.3210416666666664,64.0775,22.0,0.6666666666666666,1,0
EVS01524,1,50,1,10,DC Fast Charger,Fast Charging,Yes,0.7987974358974359,0.5128205128205128,39,3.9333333333333336,52.95846153846154,50.0,1.0,1,1
EVS01525,8,2800,10,10,AC Level 2,Ultra-Fast Charging,Yes,0.11955495495495495,0.036036036036036036,112,1.3273873873873874,56.87508928571429,350.0,0.8,0,0
EVS01526,2,300,2,12,DC Fast Charger,Fast Charging,Yes,0.4351642857142857,0.07142857142857142,28,1.1142857142857143,52.22035714285715,150.0,1.0,0,0
EVS01527,7,2450,10,14,AC Level 2,Ultra-Fast Charging,No,0.14300000000000002,0.0,79,1.1486075949367087,60.059999999999995,350.0,0.7,0,0
EVS01528,6,300,9,9,AC Level 2,Fast Charging,No,0.18425526315789473,0.02631578947368421,38,0.6673684210526316,66.33236842105264,50.0,0.6666666666666666,0,0
EVS01529,6,900,10,7,AC Level 1,Fast Charging,Yes,0.17381904761904762,0.09523809523809523,21,0.3223809523809524,62.580000000000005,150.0,0.6,0,0
EVS01530,2,100,2,13,AC Level 2,Fast Charging,Yes,0.4936925675675676,0.3783783783783784,148,7.977364864864866,59.37831081081081,50.0,1.0,0,1
EVS01531,5,1750,7,13,AC Level 1,Ultra-Fast Charging,Yes,0.20550285714285713,0.14285714285714285,35,0.47828571428571426,61.648857142857146,350.0,0.7142857142857143,0,0
EVS01532,2,100,4,10,DC Fast Charger,Fast Charging,Yes,0.45730526315789477,0.10526315789473684,19,0.9347368421052632,54.875789473684215,50.0,0.5,0,0
EVS01533,1,50,2,3,AC Level 2,Fast Charging,No,0.9040740506329115,0.8607594936708861,159,8.079367088607595,62.93761006289308,50.0,0.5,1,1
EVS01534,2,44,3,12,DC Fast Charger,Destination/AC,No,0.5110671875,0.125,64,2.3415624999999998,61.328125,22.0,0.6666666666666666,0,0
EVS01535,5,250,10,10,AC Level 2,Fast Charging,Yes,0.2028198717948718,0.16025641025641027,158,2.9689423076923074,60.075379746835445,50.0,0.5,0,0
EVS01536,6,300,10,11,AC Level 1,Fast Charging,Yes,0.1610888888888889,0.05555555555555555,18,0.43722222222222223,57.995000000000005,50.0,0.6,0,0
EVS01537,1,350,1,8,AC Level 1,Ultra-Fast Charging,Yes,0.8692423076923077,0.6730769230769231,52,4.309230769230769,60.06038461538461,350.0,1.0,1,1
EVS01538,6,300,8,5,AC Level 2,Fast Charging,Yes,0.1588692307692308,0.038461538461538464,26,0.6688461538461539,57.191153846153846,50.0,0.75,0,0
EVS01539,3,450,5,16,AC Level 2,Fast Charging,Yes,0.347703007518797,0.18045112781954886,134,4.123684210526316,62.11970149253732,150.0,0.6,0,0
EVS01540,5,750,6,15,DC Fast Charger,Fast Charging,No,0.18176287878787878,0.09848484848484848,132,2.2049242424242426,54.52780303030303,150.0,0.8333333333333334,0,0
EVS01541,3,150,4,6,DC Fast Charger,Fast Charging,No,0.28656400000000004,0.13,101,2.68885,51.0710891089109,50.0,0.75,0,0
EVS01542,8,2800,10,5,AC Level 2,Ultra-Fast Charging,Yes,0.12035,0.041666666666666664,48,0.7635416666666667,57.76541666666666,350.0,0.8,0,0
EVS01543,4,1400,7,12,DC Fast Charger,Ultra-Fast Charging,No,0.20705625,0.0625,32,0.943125,49.6934375,350.0,0.5714285714285714,0,0
EVS01544,1,150,1,7,DC Fast Charger,Fast Charging,Yes,0.7752629310344827,0.7241379310344828,116,8.008189655172414,49.87094827586207,150.0,1.0,1,1
EVS01545,6,132,9,4,AC Level 1,Destination/AC,No,0.180665,0.08333333333333333,60,0.9346666666666666,65.03683333333333,22.0,0.6666666666666666,0,0
EVS01546,2,300,4,15,DC Fast Charger,Fast Charging,No,0.4315576271186441,0.22033898305084745,118,5.08,51.78669491525424,150.0,0.5,0,0
EVS01547,4,1400,7,6,DC Fast Charger,Ultra-Fast Charging,No,0.21858333333333335,0.13636363636363635,133,3.36219696969697,52.06481203007519,350.0,0.5714285714285714,0,0
EVS01548,1,22,2,7,DC Fast Charger,Destination/AC,No,0.8899325153374233,0.7852760736196319,163,7.960368098159509,59.967116564417175,22.0,0.5,1,1
EVS01549,1,150,1,4,DC Fast Charger,Fast Charging,No,0.7799630952380951,0.6547619047619048,84,7.228333333333333,51.20119047619047,150.0,1.0,1,1
EVS01550,5,1750,7,13,DC Fast Charger,Ultra-Fast Charging,No,0.18319444444444444,0.05555555555555555,18,0.4361111111111111,54.958888888888886,350.0,0.7142857142857143,0,0
EVS01551,7,350,8,12,AC Level 1,Fast Charging,No,0.153384,0.12,50,0.8859999999999999,64.4216,50.0,0.875,0,0
EVS01552,5,110,7,9,DC Fast Charger,Destination/AC,Yes,0.2046051851851852,0.14074074074074075,136,3.069148148148148,60.930441176470595,22.0,0.7142857142857143,0,0
EVS01553,5,250,7,5,DC Fast Charger,Fast Charging,No,0.176621,0.06,100,2.0556,52.984700000000004,50.0,0.7142857142857143,0,0
EVS01554,3,450,5,11,DC Fast Charger,Fast Charging,No,0.30326382978723404,0.18085106382978725,94,4.125,54.586170212765964,150.0,0.6,0,0
EVS01555,5,1750,7,5,AC Level 1,Ultra-Fast Charging,Yes,0.2007657142857143,0.12380952380952381,105,1.8816190476190475,60.22980952380952,350.0,0.7142857142857143,0,0
EVS01556,6,2100,8,15,AC Level 1,Ultra-Fast Charging,Yes,0.1670775,0.025,40,0.7725,60.14475,350.0,0.75,0,0
EVS01557,4,1400,7,9,AC Level 1,Ultra-Fast Charging,No,0.2549766871165644,0.20245398773006135,163,3.6895705521472393,61.19478527607362,350.0,0.5714285714285714,0,0
EVS01558,3,66,4,11,DC Fast Charger,Destination/AC,Yes,0.3660713333333333,0.19333333333333333,151,3.9358,65.4558940397351,22.0,0.75,0,0
EVS01559,5,1750,9,10,AC Level 2,Ultra-Fast Charging,Yes,0.21050833333333333,0.20833333333333334,192,3.6184375,63.15119791666667,350.0,0.5555555555555556,0,0
EVS01560,2,700,2,3,DC Fast Charger,Ultra-Fast Charging,No,0.43263614457831323,0.39759036144578314,167,7.343493975903614,51.605089820359275,350.0,1.0,0,1
EVS01561,6,300,7,7,AC Level 2,Fast Charging,Yes,0.1603876712328767,0.0958904109589041,73,1.0091780821917808,57.740136986301366,50.0,0.8571428571428571,0,0
EVS01562,1,350,1,13,AC Level 2,Ultra-Fast Charging,Yes,0.9079545454545455,0.8333333333333334,66,6.198030303030303,62.903030303030306,350.0,1.0,1,1
EVS01563,5,110,9,8,AC Level 2,Destination/AC,Yes,0.1949735294117647,0.08823529411764706,68,1.1852941176470588,58.49176470588235,22.0,0.5555555555555556,0,0
EVS01564,2,300,3,11,AC Level 1,Fast Charging,Yes,0.5169709677419355,0.33548387096774196,155,6.1259999999999994,62.04458064516129,150.0,0.6666666666666666,1,1
EVS01565,1,22,3,5,AC Level 2,Destination/AC,No,0.8931193798449613,0.8604651162790697,129,7.92968992248062,61.68062015503876,22.0,0.3333333333333333,1,1
EVS01566,2,300,3,9,DC Fast Charger,Fast Charging,No,0.4570324324324324,0.25675675675675674,74,4.1979729729729724,54.843783783783785,150.0,0.6666666666666666,0,0
EVS01567,5,250,8,12,AC Level 1,Fast Charging,Yes,0.19757471910112362,0.19101123595505617,179,3.8168539325842694,58.941787709497206,50.0,0.625,0,0
EVS01568,1,50,2,14,AC Level 1,Fast Charging,No,0.8915418803418803,0.8376068376068376,119,8.775811965811966,60.54050420168067,50.0,0.5,1,1
EVS01569,8,1200,10,14,AC Level 2,Fast Charging,No,0.130351912568306,0.09836065573770492,185,2.10551912568306,61.892432432432436,150.0,0.8,0,0
EVS01570,3,150,5,3,AC Level 1,Fast Charging,Yes,0.34701728395061726,0.3271604938271605,163,5.25,62.07957055214724,50.0,0.6,0,1
EVS01571,1,22,1,15,DC Fast Charger,Destination/AC,Yes,0.9012888888888888,0.7777777777777778,18,1.5277777777777777,63.05888888888889,22.0,1.0,1,1
EVS01572,4,1400,5,4,DC Fast Charger,Ultra-Fast Charging,No,0.2264236111111111,0.05555555555555555,72,1.8618055555555557,54.34305555555555,350.0,0.8,0,0
EVS01573,3,450,5,15,DC Fast Charger,Fast Charging,Yes,0.3007818181818182,0.2097902097902098,143,4.172167832167832,54.14062937062937,150.0,0.6,0,0
EVS01574,4,1400,7,16,AC Level 1,Ultra-Fast Charging,Yes,0.2614082278481013,0.15822784810126583,159,3.6518037974683546,62.344276729559745,350.0,0.5714285714285714,0,0
EVS01575,1,150,3,11,DC Fast Charger,Fast Charging,Yes,0.8275685714285714,0.6857142857142857,35,4.332,54.665142857142854,150.0,0.3333333333333333,1,1
EVS01576,6,900,10,13,AC Level 2,Fast Charging,No,0.17265692307692307,0.015384615384615385,65,1.1546153846153846,62.15707692307692,150.0,0.6,0,0
EVS01577,6,132,8,16,AC Level 2,Destination/AC,Yes,0.17445963302752296,0.06422018348623854,109,1.6343119266055044,62.806605504587154,22.0,0.75,0,0
EVS01578,3,150,4,6,AC Level 2,Fast Charging,Yes,0.3489102739726027,0.1643835616438356,146,3.8612328767123287,62.803698630136985,50.0,0.75,0,0
EVS01579,5,250,10,7,DC Fast Charger,Fast Charging,Yes,0.1740310344827586,0.06896551724137931,29,0.7003448275862069,52.21068965517241,50.0,0.5,0,0
EVS01580,5,1750,8,5,AC Level 1,Ultra-Fast Charging,Yes,0.20997864077669903,0.10679611650485436,103,2.2293203883495147,62.99427184466019,350.0,0.625,0,0
EVS01581,4,1400,6,4,AC Level 2,Ultra-Fast Charging,Yes,0.25117662337662333,0.05194805194805195,77,1.5148051948051948,60.28064935064935,350.0,0.6666666666666666,0,0
EVS01582,6,900,10,13,AC Level 1,Fast Charging,No,0.17083,0.016666666666666666,60,0.9136666666666666,61.498000000000005,150.0,0.6,0,0
EVS01583,1,50,1,11,DC Fast Charger,Fast Charging,Yes,0.789225,0.75,92,8.273152173913044,52.87097826086956,50.0,1.0,1,1
EVS01584,1,350,2,3,AC Level 2,Ultra-Fast Charging,Yes,0.882579761904762,0.8809523809523809,86,8.242678571428572,59.944883720930235,350.0,0.5,1,1
EVS01585,3,66,4,3,DC Fast Charger,Destination/AC,No,0.34773063063063064,0.1981981981981982,111,4.237297297297297,62.59153153153153,22.0,0.75,0,0
EVS01586,4,200,5,13,DC Fast Charger,Fast Charging,No,0.21723150684931508,0.0684931506849315,74,2.1010273972602738,51.4295945945946,50.0,0.8,0,0
EVS01587,4,600,6,6,AC Level 1,Fast Charging,Yes,0.26324905660377357,0.18867924528301888,159,3.5697484276729563,63.180251572327045,150.0,0.6666666666666666,0,0
EVS01588,7,2450,10,13,AC Level 1,Ultra-Fast Charging,No,0.1743375,0.041666666666666664,24,0.5995833333333334,73.22333333333334,350.0,0.7,0,0
EVS01589,3,66,7,12,AC Level 2,Destination/AC,Yes,0.3393860927152318,0.304635761589404,152,5.52887417218543,60.68723684210527,22.0,0.42857142857142855,0,1
EVS01590,1,350,1,4,AC Level 2,Ultra-Fast Charging,Yes,0.9226684210526316,0.7894736842105263,19,2.424736842105263,61.79789473684211,350.0,1.0,1,1
EVS01591,1,350,2,5,AC Level 2,Ultra-Fast Charging,Yes,0.8797013986013986,0.8181818181818182,143,8.516153846153847,59.94643356643357,350.0,0.5,1,1
EVS01592,5,1750,6,8,AC Level 2,Ultra-Fast Charging,Yes,0.22688,0.1076923076923077,65,1.836,68.06446153846153,350.0,0.8333333333333334,0,0
EVS01593,8,400,10,11,AC Level 1,Fast Charging,No,0.1260239436619718,0.08450704225352113,71,0.9353521126760563,60.48915492957746,50.0,0.8,0,0
EVS01594,1,150,1,16,AC Level 1,Fast Charging,No,0.946,0.8666666666666667,15,1.1039999999999999,68.58266666666667,150.0,1.0,1,1
EVS01595,3,1050,6,15,AC Level 2,Ultra-Fast Charging,No,0.3492295774647887,0.19014084507042253,142,4.070422535211268,62.86112676056339,350.0,0.5,0,0
EVS01596,5,250,9,4,DC Fast Charger,Fast Charging,Yes,0.17468478260869566,0.08695652173913043,46,0.9658695652173913,52.40630434782609,50.0,0.5555555555555556,0,0
EVS01597,3,450,5,15,DC Fast Charger,Fast Charging,No,0.2922241134751773,0.11347517730496454,144,3.3117375886524822,51.50486111111111,150.0,0.6,0,0
EVS01598,2,300,3,3,AC Level 2,Fast Charging,Yes,0.5163901408450704,0.3732394366197183,144,6.762711267605634,61.31527777777777,150.0,0.6666666666666666,1,1
EVS01599,4,88,5,8,AC Level 2,Destination/AC,Yes,0.2437670588235294,0.16470588235294117,170,3.9518235294117643,58.50435294117647,22.0,0.8,0,0
EVS01600,7,1050,9,8,AC Level 2,Fast Charging,Yes,0.14408153846153846,0.05384615384615385,131,1.8415384615384616,60.052977099236635,150.0,0.7777777777777778,0,0
EVS01601,3,1050,6,11,AC Level 2,Ultra-Fast Charging,Yes,0.34565245901639347,0.06557377049180328,61,2.09344262295082,62.21557377049181,350.0,0.5,0,0
EVS01602,4,200,5,3,AC Level 2,Fast Charging,No,0.26195681818181815,0.12878787878787878,134,3.3145075757575757,61.93067164179104,50.0,0.8,0,0
EVS01603,5,250,7,4,DC Fast Charger,Fast Charging,No,0.18151231884057972,0.15217391304347827,138,2.827101449275362,54.452608695652174,50.0,0.7142857142857143,0,0
EVS01604,5,110,8,15,AC Level 1,Destination/AC,Yes,0.1959468085106383,0.02127659574468085,94,1.3235106382978723,58.78425531914894,22.0,0.625,0,0
EVS01605,7,2450,9,6,AC Level 1,Ultra-Fast Charging,No,0.15016875,0.03125,32,0.7675,63.0703125,350.0,0.7777777777777778,0,0
EVS01606,5,250,10,10,DC Fast Charger,Fast Charging,No,0.17007814569536422,0.18543046357615894,152,3.4614238410596023,50.688355263157895,50.0,0.5,0,0
EVS01607,4,1400,6,8,AC Level 1,Ultra-Fast Charging,Yes,0.257275,0.09090909090909091,45,1.0727272727272728,60.37555555555556,350.0,0.6666666666666666,0,0
EVS01608,4,1400,5,3,AC Level 2,Ultra-Fast Charging,No,0.25375980392156866,0.0784313725490196,102,2.8120588235294117,60.901274509803926,350.0,0.8,0,0
EVS01609,1,150,1,6,AC Level 1,Fast Charging,Yes,0.8847588235294118,0.7058823529411765,51,4.52686274509804,61.717254901960786,150.0,1.0,1,1
EVS01610,3,450,5,13,AC Level 1,Fast Charging,No,0.3517764705882353,0.058823529411764705,34,1.1752941176470588,63.32088235294117,150.0,0.6,0,0
EVS01611,5,250,8,4,DC Fast Charger,Fast Charging,No,0.17501408450704226,0.11971830985915492,142,2.853943661971831,52.50422535211268,50.0,0.625,0,0
EVS01612,6,300,8,11,DC Fast Charger,Fast Charging,Yes,0.14084871794871795,0.05128205128205128,39,0.7228205128205129,50.706153846153846,50.0,0.75,0,0
EVS01613,2,100,3,13,AC Level 1,Fast Charging,Yes,0.5055482456140351,0.2719298245614035,114,5.39359649122807,60.665350877192985,50.0,0.6666666666666666,0,0
EVS01614,4,88,6,11,AC Level 2,Destination/AC,No,0.25891,0.13846153846153847,130,2.8646153846153846,62.137846153846155,22.0,0.6666666666666666,0,0
EVS01615,3,1050,4,9,AC Level 1,Ultra-Fast Charging,Yes,0.3474315789473684,0.07894736842105263,38,1.2489473684210526,62.53684210526316,350.0,0.75,0,0
EVS01616,1,22,1,9,AC Level 2,Destination/AC,Yes,0.9331241379310345,0.8448275862068966,58,4.226379310344828,66.68689655172415,22.0,1.0,1,1
EVS01617,2,44,3,9,DC Fast Charger,Destination/AC,Yes,0.5060294117647058,0.39869281045751637,154,7.097352941176471,60.32974025974026,22.0,0.6666666666666666,0,1
EVS01618,4,1400,5,11,DC Fast Charger,Ultra-Fast Charging,No,0.21450458015267176,0.13740458015267176,133,2.8514122137404576,50.707142857142856,350.0,0.8,0,0
EVS01619,1,22,1,16,DC Fast Charger,Destination/AC,No,0.9098181818181819,0.7272727272727273,33,2.853030303030303,68.71060606060605,22.0,1.0,1,1
EVS01620,1,22,1,14,AC Level 2,Destination/AC,No,0.8852344262295081,0.8415300546448088,186,9.05035519125683,60.459999999999994,22.0,1.0,1,1
EVS01621,5,1750,6,6,AC Level 1,Ultra-Fast Charging,Yes,0.2171478260869565,0.06521739130434782,46,1.236304347826087,65.14434782608696,350.0,0.8333333333333334,0,0
EVS01622,3,450,4,14,DC Fast Charger,Fast Charging,No,0.2959923076923077,0.15384615384615385,13,0.8546153846153847,53.27846153846154,150.0,0.75,0,0
EVS01623,2,300,2,11,AC Level 1,Fast Charging,Yes,0.49209659090909086,0.36363636363636365,176,7.3848863636363635,59.05153409090909,150.0,1.0,0,1
EVS01624,4,200,6,16,AC Level 1,Fast Charging,Yes,0.2612904761904762,0.047619047619047616,21,0.4780952380952381,62.709523809523816,50.0,0.6666666666666666,0,0
EVS01625,7,1050,8,3,AC Level 2,Fast Charging,No,0.14446140350877193,0.06140350877192982,114,1.3977192982456141,60.67368421052632,150.0,0.875,0,0
EVS01626,4,88,7,11,AC Level 2,Destination/AC,Yes,0.2465984771573604,0.27918781725888325,197,4.98502538071066,59.184010152284266,22.0,0.5714285714285714,0,0
EVS01627,3,1050,5,12,AC Level 1,Ultra-Fast Charging,No,0.33588130081300815,0.13821138211382114,123,3.4938211382113824,60.45821138211382,350.0,0.6,0,0
EVS01628,6,300,10,13,DC Fast Charger,Fast Charging,Yes,0.13942403100775194,0.07751937984496124,130,1.7524806201550387,49.805230769230775,50.0,0.6,0,0
EVS01629,1,350,1,3,AC Level 1,Ultra-Fast Charging,No,0.8854654320987655,0.7530864197530864,81,5.519259259259259,62.068641975308644,350.0,1.0,1,1
EVS01630,2,100,3,5,AC Level 1,Fast Charging,Yes,0.5336060606060606,0.15151515151515152,33,1.7884848484848486,64.03272727272727,50.0,0.6666666666666666,1,0
EVS01631,7,154,9,10,AC Level 1,Destination/AC,Yes,0.13898376068376067,0.09401709401709402,117,1.6366666666666667,58.37299145299146,22.0,0.7777777777777778,0,0
EVS01632,4,200,5,12,AC Level 1,Fast Charging,Yes,0.2635236994219653,0.23699421965317918,174,4.106791907514451,62.88235632183908,50.0,0.8,0,0
EVS01633,1,50,1,9,AC Level 1,Fast Charging,No,0.8518192307692308,0.6923076923076923,26,2.2011538461538462,56.46769230769231,50.0,1.0,1,1
EVS01634,4,600,6,11,AC Level 2,Fast Charging,No,0.2600880794701987,0.10596026490066225,152,3.188543046357616,62.010197368421046,150.0,0.6666666666666666,0,0
EVS01635,2,44,3,16,AC Level 2,Destination/AC,Yes,0.5286773333333333,0.21333333333333335,75,4.738533333333333,63.44133333333334,22.0,0.6666666666666666,1,0
EVS01636,3,66,6,11,AC Level 2,Destination/AC,Yes,0.35945943396226415,0.19811320754716982,106,3.693490566037736,64.70301886792453,22.0,0.5,0,0
EVS01637,5,250,7,6,AC Level 2,Fast Charging,No,0.19894545454545454,0.0,33,0.6372727272727273,59.68757575757576,50.0,0.7142857142857143,0,0
EVS01638,6,2100,7,8,DC Fast Charger,Ultra-Fast Charging,Yes,0.1484043956043956,0.08791208791208792,91,1.636043956043956,53.425934065934065,350.0,0.8571428571428571,0,0
EVS01639,6,2100,8,15,AC Level 2,Ultra-Fast Charging,Yes,0.16356140350877194,0.10526315789473684,57,0.9731578947368421,58.88175438596492,350.0,0.75,0,0
EVS01640,4,88,5,6,DC Fast Charger,Destination/AC,No,0.24919863013698632,0.0410958904109589,73,1.447123287671233,59.80726027397261,22.0,0.8,0,0
EVS01641,4,600,6,7,AC Level 2,Fast Charging,Yes,0.25486953125,0.140625,128,3.435625,61.168203125,150.0,0.6666666666666666,0,0
EVS01642,5,1750,8,8,DC Fast Charger,Ultra-Fast Charging,No,0.1839,0.0,25,0.5544,55.169200000000004,350.0,0.625,0,0
EVS01643,4,88,8,7,DC Fast Charger,Destination/AC,Yes,0.25190886075949365,0.0759493670886076,80,2.533987341772152,59.70225000000001,22.0,0.5,0,0
EVS01644,5,1750,8,4,DC Fast Charger,Ultra-Fast Charging,No,0.16262177419354837,0.06451612903225806,124,2.1821774193548387,48.78725806451613,350.0,0.625,0,0
EVS01645,3,150,4,15,DC Fast Charger,Fast Charging,Yes,0.31408780487804877,0.07317073170731707,41,1.1778048780487804,56.53609756097561,50.0,0.75,0,0
EVS01646,4,88,8,14,AC Level 2,Destination/AC,Yes,0.23606190476190475,0.015873015873015872,63,1.591111111111111,56.65380952380953,22.0,0.5,0,0
EVS01647,2,100,4,5,DC Fast Charger,Fast Charging,No,0.43384534883720927,0.16279069767441862,86,3.4194186046511628,52.061511627906974,50.0,0.5,0,0
EVS01648,4,1400,5,3,AC Level 2,Ultra-Fast Charging,Yes,0.26711782945736434,0.10077519379844961,130,2.6360077519379845,63.61553846153846,350.0,0.8,0,0
EVS01649,4,200,7,8,DC Fast Charger,Fast Charging,Yes,0.2191461956521739,0.1956521739130435,184,3.9413586956521742,52.59527173913044,50.0,0.5714285714285714,0,0
EVS01650,3,450,5,15,DC Fast Charger,Fast Charging,Yes,0.2922681818181818,0.2597402597402597,155,4.7462012987012985,52.26903225806451,150.0,0.6,0,0
EVS01651,1,150,2,3,DC Fast Charger,Fast Charging,Yes,0.8132128205128205,0.6153846153846154,39,3.8158974358974356,55.203589743589745,150.0,0.5,1,1
EVS01652,4,600,6,16,DC Fast Charger,Fast Charging,Yes,0.24635625,0.0625,16,0.66625,59.1275,150.0,0.6666666666666666,0,0
EVS01653,4,88,6,8,AC Level 2,Destination/AC,Yes,0.23047142857142858,0.047619047619047616,21,0.5585714285714286,55.31428571428571,22.0,0.6666666666666666,0,0
EVS01654,6,2100,10,9,AC Level 2,Ultra-Fast Charging,No,0.16034392523364485,0.09345794392523364,107,2.193644859813084,57.72457943925233,350.0,0.6,0,0
EVS01655,6,900,9,10,DC Fast Charger,Fast Charging,No,0.14005365853658538,0.0,41,0.7792682926829269,50.42121951219512,150.0,0.6666666666666666,0,0
EVS01656,5,250,10,6,AC Level 2,Fast Charging,No,0.20923709677419355,0.0967741935483871,63,1.3955645161290324,61.77587301587302,50.0,0.5,0,0
EVS01657,6,132,7,8,AC Level 1,Destination/AC,Yes,0.1675457516339869,0.1437908496732026,155,2.5102287581699345,59.539096774193546,22.0,0.8571428571428571,0,0
EVS01658,4,88,8,6,DC Fast Charger,Destination/AC,No,0.2585671052631579,0.2565789473684211,153,4.280394736842105,61.649803921568626,22.0,0.5,0,0
EVS01659,4,600,6,15,AC Level 2,Fast Charging,No,0.25135276073619633,0.17177914110429449,163,3.342515337423313,60.325276073619634,150.0,0.6666666666666666,0,0
EVS01660,3,150,6,15,DC Fast Charger,Fast Charging,Yes,0.28733888888888887,0.06944444444444445,72,1.640138888888889,51.721805555555555,50.0,0.5,0,0
EVS01661,7,1050,10,10,AC Level 2,Fast Charging,No,0.145262015503876,0.09302325581395349,129,1.516046511627907,61.00984496124031,150.0,0.7,0,0
EVS01662,4,88,8,9,AC Level 1,Destination/AC,No,0.27191875,0.13392857142857142,113,2.6325000000000003,64.68451327433628,22.0,0.5,0,0
EVS01663,1,150,1,13,DC Fast Charger,Fast Charging,No,0.7933898305084747,0.5423728813559322,59,3.9289830508474575,52.65677966101695,150.0,1.0,1,1
EVS01664,1,350,1,13,DC Fast Charger,Ultra-Fast Charging,Yes,0.7563234693877551,0.7040816326530612,98,8.419183673469389,49.13418367346939,350.0,1.0,1,1
EVS01665,4,1400,6,12,AC Level 2,Ultra-Fast Charging,No,0.2471504854368932,0.07766990291262135,103,2.2883495145631065,59.316213592233005,350.0,0.6666666666666666,0,0
EVS01666,2,44,4,15,AC Level 1,Destination/AC,Yes,0.4958843373493976,0.1566265060240964,83,3.643855421686747,59.50626506024097,22.0,0.5,0,0
EVS01667,3,1050,6,9,AC Level 1,Ultra-Fast Charging,No,0.35785,0.19117647058823528,137,4.25764705882353,63.943284671532844,350.0,0.5,0,0
EVS01668,3,150,5,4,AC Level 2,Fast Charging,Yes,0.34325746268656715,0.1865671641791045,134,4.600074626865672,61.78611940298507,50.0,0.6,0,0
EVS01669,1,50,1,11,DC Fast Charger,Fast Charging,Yes,0.8165792079207922,0.7029702970297029,102,6.9655445544554455,51.904607843137256,50.0,1.0,1,1
EVS01670,1,50,1,13,DC Fast Charger,Fast Charging,Yes,0.8012069620253165,0.7151898734177216,158,8.080253164556963,51.725696202531644,50.0,1.0,1,1
EVS01671,5,750,6,12,DC Fast Charger,Fast Charging,Yes,0.17536730769230768,0.1346153846153846,157,2.711121794871795,52.27484076433121,150.0,0.8333333333333334,0,0
EVS01672,1,350,1,10,DC Fast Charger,Ultra-Fast Charging,Yes,0.7950830508474577,0.6694915254237288,118,7.840084745762712,51.780762711864405,350.0,1.0,1,1
EVS01673,3,66,4,10,AC Level 2,Destination/AC,No,0.32982307692307694,0.09230769230769231,65,1.8335384615384613,59.36938461538462,22.0,0.75,0,0
EVS01674,4,200,7,13,AC Level 1,Fast Charging,Yes,0.2609251968503937,0.1889763779527559,127,3.3122834645669292,62.621417322834645,50.0,0.5714285714285714,0,0
