Station_ID,Date,Hour,Traffic_Volume,Average_Speed_kmh,Congestion_Level
EVS04571,2025-02-03,6,682,27.3,High
EVS04317,2025-02-23,12,251,45.8,Low
EVS04582,2024-10-12,15,392,33.3,Moderate
EVS03376,2024-02-06,14,434,41.6,Moderate
EVS00062,2024-07-12,17,777,26.1,Severe
EVS04874,2025-07-05,22,249,42.2,Low
EVS03532,2025-11-27,11,417,36.5,Moderate
EVS02068,2024-09-03,6,681,24.3,High
EVS03647,2025-02-04,3,315,39.6,Moderate
EVS02828,2025-09-17,17,751,18.5,High
EVS03352,2024-01-01,13,315,37.2,Moderate
EVS04113,2025-10-10,3,338,44.3,Moderate
EVS04687,2024-11-19,22,437,34.9,Moderate
EVS03966,2024-03-09,2,286,46.6,Moderate
EVS04478,2025-05-15,17,1029,19.1,Severe
EVS02829,2025-07-07,23,391,36.7,Moderate
EVS01681,2025-05-28,17,860,26.0,Severe
EVS03340,2024-01-01,10,455,35.9,Moderate
EVS02776,2024-06-12,1,446,27.9,Moderate
EVS00282,2025-10-20,2,373,38.6,Moderate
EVS02872,2024-08-18,15,420,37.2,Moderate
EVS02080,2024-12-30,19,745,25.7,Severe
EVS01838,2025-08-24,6,510,35.8,Moderate
EVS03610,2024-11-01,8,838,21.7,High
EVS04428,2025-11-03,5,411,36.0,High
EVS00980,2024-05-29,12,339,40.0,Moderate
EVS03958,2024-09-05,5,484,43.1,High
EVS00837,2025-01-12,14,307,35.6,Low
EVS02873,2025-07-25,15,598,33.3,Moderate
EVS04238,2024-09-02,16,620,32.5,High
EVS04529,2025-03-24,19,952,16.2,Severe
EVS01530,2025-04-05,22,359,38.1,Moderate
EVS04085,2024-02-19,9,627,27.8,High
EVS04392,2025-07-22,10,690,23.7,High
EVS00853,2024-09-23,4,356,41.0,Moderate
EVS01920,2025-05-12,4,453,40.5,Moderate
EVS03867,2024-11-11,19,956,18.3,Severe
EVS00070,2025-09-21,0,210,44.9,Low
EVS03122,2024-03-21,9,803,29.6,Severe
EVS02065,2024-07-04,21,499,24.0,Moderate
EVS02587,2025-12-20,10,427,46.3,Moderate
EVS02086,2024-08-20,13,430,35.6,Moderate
EVS00969,2025-03-07,20,566,35.4,High
EVS01728,2024-03-07,4,328,43.1,Low
EVS04306,2025-01-02,18,853,26.0,Severe
EVS03044,2025-01-25,16,490,37.3,Moderate
EVS02383,2024-09-17,22,393,38.9,Moderate
EVS03516,2025-08-03,0,237,47.2,Moderate
EVS00912,2024-06-15,17,604,25.8,High
EVS00421,2025-10-30,18,1030,16.6,Severe
EVS02736,2025-04-23,9,712,18.5,High
EVS00055,2025-01-23,18,1028,12.0,Severe
EVS00733,2025-08-24,2,335,39.0,Moderate
EVS03575,2024-11-28,6,609,28.0,High
EVS04510,2025-11-23,11,450,41.3,Moderate
EVS01404,2024-08-05,18,934,24.9,Severe
EVS01908,2025-01-17,14,457,40.5,Moderate
EVS03393,2025-06-27,15,564,28.3,High
EVS04008,2024-02-07,4,306,39.2,Low
EVS01282,2025-12-01,20,869,22.3,Severe
EVS04124,2024-06-05,16,707,23.0,Severe
EVS04871,2025-02-04,16,857,25.4,Severe
EVS00442,2024-01-01,18,970,19.3,Severe
EVS01113,2024-12-27,4,358,39.3,Moderate
EVS03620,2024-10-12,16,457,34.9,Moderate
EVS00180,2024-06-03,3,283,41.4,Low
EVS01397,2025-07-20,22,321,51.7,Moderate
EVS04217,2025-10-13,17,1044,13.2,Severe
EVS03397,2025-02-07,2,289,41.0,Moderate
EVS03193,2025-06-25,4,396,38.0,Moderate
EVS03048,2025-07-22,6,779,24.3,Severe
EVS02514,2025-08-21,20,955,12.5,Severe
EVS03820,2025-02-10,23,404,36.0,Moderate
EVS04325,2025-02-21,11,402,32.9,Moderate
EVS03961,2025-12-01,8,1009,14.0,Severe
EVS02406,2024-06-20,5,465,35.7,Moderate
EVS03878,2024-07-26,13,389,41.4,Moderate
EVS03757,2024-06-25,15,421,35.8,Moderate
EVS02266,2024-01-11,13,333,36.9,Moderate
EVS01663,2024-11-09,22,314,31.8,Moderate
EVS02045,2025-08-22,22,645,26.7,High
EVS02462,2024-03-04,8,713,23.8,High
EVS00727,2025-08-10,3,313,42.2,Moderate
EVS01083,2025-08-17,9,409,36.5,Moderate
EVS00509,2025-04-25,18,928,16.1,Severe
EVS00361,2024-04-07,23,265,37.7,Low
EVS02824,2024-10-20,18,532,28.9,Moderate
EVS03474,2024-12-08,15,362,38.2,Moderate
EVS03056,2025-03-22,18,548,31.2,Moderate
EVS03624,2025-07-28,3,389,40.2,Moderate
EVS02028,2024-02-14,7,865,25.3,Severe
EVS03978,2024-09-21,5,260,45.1,Moderate
EVS03723,2024-09-28,18,473,33.0,Moderate
EVS03546,2025-11-29,6,566,29.5,High
EVS03817,2025-03-30,3,318,41.6,Moderate
EVS01146,2025-10-14,19,1015,14.7,Severe
EVS02838,2024-11-05,17,1146,12.0,Severe
EVS03861,2025-10-05,3,285,42.2,Moderate
EVS00494,2025-06-12,7,533,30.9,Moderate
EVS01220,2024-05-14,21,570,33.0,High
EVS02451,2024-11-02,14,401,44.6,Moderate
EVS02063,2025-11-13,13,332,41.9,Low
EVS04571,2024-03-17,23,273,41.7,Moderate
EVS03737,2025-08-02,21,379,44.6,Moderate
EVS00201,2024-05-26,6,602,27.0,Severe
EVS02318,2025-10-16,20,839,25.6,Severe
EVS03795,2025-11-25,5,510,34.5,Moderate
EVS03337,2025-09-02,15,443,35.5,Moderate
EVS02681,2024-06-04,17,983,22.5,Severe
EVS00428,2025-07-17,19,1240,12.0,Severe
EVS04575,2025-03-30,14,312,37.6,Moderate
EVS02067,2024-04-23,8,796,24.4,Severe
EVS00718,2024-12-06,7,626,30.2,Moderate
EVS00424,2024-01-05,8,904,15.6,Severe
EVS03910,2024-12-03,4,281,48.0,Low
EVS03051,2024-06-08,19,606,36.7,High
EVS01242,2025-10-19,8,483,36.2,Moderate
EVS02661,2025-12-04,4,422,38.5,Moderate
EVS04739,2025-12-10,22,388,43.3,Moderate
EVS02461,2024-02-04,11,293,39.9,Moderate
EVS01954,2024-12-15,13,285,42.1,Moderate
EVS01525,2025-12-02,19,907,17.3,Severe
EVS00904,2025-04-21,2,275,41.8,Moderate
EVS04550,2024-07-04,11,378,36.5,Low
EVS00850,2025-04-08,17,1082,15.9,Severe
EVS00272,2024-02-04,0,261,43.7,Low
EVS00708,2024-08-02,23,323,42.2,Moderate
EVS00905,2025-03-23,1,238,35.4,Low
EVS02116,2025-07-12,21,341,42.9,Moderate
EVS04547,2025-09-15,10,551,26.3,High
EVS00670,2025-02-11,0,359,45.2,Moderate
EVS00723,2025-10-20,15,554,31.8,High
EVS02169,2025-09-03,5,355,37.5,Moderate
EVS04519,2024-08-19,11,330,47.0,Moderate
EVS04638,2025-08-23,0,214,49.6,Low
EVS04762,2025-04-07,16,846,23.1,Severe
EVS00633,2025-07-16,7,798,22.9,Severe
EVS03512,2024-10-10,19,1086,12.8,Severe
EVS03224,2024-06-06,4,426,37.2,Moderate
EVS00148,2024-01-05,5,449,34.9,Moderate
EVS03354,2024-05-14,3,362,42.8,Moderate
EVS03470,2024-03-05,2,349,37.9,Moderate
EVS03269,2025-05-03,18,811,23.2,Severe
EVS01071,2024-04-19,17,833,18.9,Severe
EVS01655,2025-05-30,4,382,38.5,Moderate
EVS02763,2025-09-03,3,417,40.2,Moderate
EVS00686,2025-02-28,14,289,43.8,Moderate
EVS00781,2024-03-29,12,421,34.5,Moderate
EVS03478,2024-09-13,12,314,39.7,Moderate
EVS00816,2024-11-08,1,462,34.4,Moderate
EVS00081,2024-08-25,8,661,34.3,High
EVS00918,2024-07-16,4,456,39.7,Moderate
EVS00377,2024-02-06,8,1037,17.3,Severe
EVS01389,2024-04-29,8,1141,13.0,Severe
EVS03784,2025-12-09,10,549,30.7,Moderate
EVS03916,2024-05-23,2,352,38.1,Moderate
EVS00356,2025-03-24,17,955,16.0,Severe
EVS02841,2025-06-27,9,730,25.6,High
EVS00443,2025-08-26,9,733,25.0,Severe
EVS00928,2024-08-23,1,305,42.9,Moderate
EVS03908,2024-04-08,4,371,42.9,Moderate
EVS04868,2025-09-26,9,841,21.1,Severe
EVS01336,2025-01-11,17,631,35.5,High
EVS03869,2024-06-13,4,357,38.7,Moderate
EVS01700,2024-10-27,17,673,31.3,Severe
EVS03909,2025-02-13,11,392,33.6,Moderate
EVS02841,2024-05-27,20,776,28.8,High
EVS02725,2025-07-18,6,547,38.8,High
EVS04032,2024-06-08,10,459,41.3,Moderate
EVS03466,2024-01-30,16,895,22.8,Severe
EVS04863,2025-04-21,23,465,35.9,High
EVS01802,2024-12-01,20,509,35.4,High
EVS04787,2024-02-05,2,306,45.8,Moderate
EVS04133,2025-11-05,16,911,12.0,Severe
EVS02464,2025-04-28,9,807,26.6,Severe
EVS02508,2025-02-14,20,852,22.3,High
EVS04511,2024-02-25,8,565,32.7,High
EVS02930,2024-12-02,14,363,42.9,Moderate
EVS01679,2024-01-09,17,1017,20.3,Severe
EVS00203,2025-02-19,1,316,41.2,Moderate
EVS01478,2024-08-05,1,523,34.4,Moderate
EVS01080,2025-07-14,1,430,33.2,Moderate
EVS00643,2025-07-11,17,1210,12.0,Severe
EVS03355,2025-11-08,21,404,41.6,Moderate
EVS01975,2024-09-17,15,539,30.6,High
EVS00474,2025-10-20,15,670,34.0,High
EVS01626,2025-03-12,7,903,23.3,Severe
EVS00693,2025-11-29,4,320,39.6,Low
EVS02984,2025-06-14,17,478,41.6,Moderate
EVS02124,2024-05-08,12,418,32.5,Moderate
EVS04677,2025-09-06,17,768,25.0,Severe
EVS03031,2025-01-01,23,436,30.8,Moderate
EVS03812,2024-05-21,15,690,25.1,High
EVS01668,2024-05-17,20,535,31.7,Moderate
EVS03752,2025-01-09,11,330,44.8,Moderate
EVS03658,2024-06-03,6,557,32.7,High
EVS04962,2024-04-23,3,393,33.6,High
EVS03296,2024-12-09,8,749,35.5,Severe
EVS04582,2025-09-10,2,257,51.6,Low
EVS04333,2025-03-17,7,543,24.5,High
EVS04596,2025-02-14,18,922,19.6,Severe
EVS02857,2025-01-01,0,391,46.1,Moderate
EVS01111,2025-06-14,21,453,40.1,Moderate
EVS02918,2024-06-02,14,347,44.7,Moderate
EVS04609,2025-08-22,6,455,44.3,Moderate
EVS04872,2024-10-11,4,458,39.1,Moderate
EVS04737,2025-11-05,16,776,29.1,High
EVS02187,2025-01-12,21,482,36.6,High
EVS04005,2024-09-27,2,379,42.9,Moderate
EVS02439,2025-11-15,16,446,41.1,Moderate
EVS03445,2024-06-21,14,494,33.4,Moderate
EVS02146,2024-09-20,15,660,29.4,Severe
EVS01498,2024-03-03,11,382,36.7,Moderate
EVS02192,2025-12-19,22,336,35.5,Moderate
EVS01521,2025-03-15,6,584,30.2,Severe
EVS02108,2025-01-26,9,443,39.3,Moderate
EVS03380,2024-05-05,3,159,49.0,Low
EVS00997,2024-01-05,8,749,22.8,Severe
EVS03376,2025-03-01,6,360,39.8,Moderate
EVS00367,2025-12-16,2,319,35.4,Moderate
EVS00008,2025-09-15,17,869,19.6,Severe
EVS01152,2024-02-27,21,683,28.3,Severe
EVS01004,2024-06-13,2,340,34.1,Low
EVS04157,2024-03-07,21,470,36.7,High
EVS03762,2024-06-29,15,385,35.3,Moderate
EVS03324,2025-10-06,16,593,27.6,High
EVS03517,2024-03-08,4,385,44.9,Moderate
EVS03303,2025-09-15,15,513,35.1,High
EVS04125,2025-12-14,19,568,33.1,High
EVS02666,2024-04-21,10,261,46.3,Moderate
EVS00085,2024-03-28,17,773,25.3,High
EVS04315,2025-01-21,18,1061,12.0,Severe
EVS02346,2024-09-25,11,315,38.3,Moderate
EVS04643,2025-01-09,4,342,34.7,Moderate
EVS04467,2025-04-19,3,219,46.3,Low
EVS01993,2024-12-21,15,405,38.3,Moderate
EVS04672,2025-10-02,17,1140,12.0,Severe
EVS00293,2025-04-23,9,877,22.5,Severe
EVS03300,2025-10-17,5,414,37.5,Moderate
EVS03396,2024-02-02,1,369,34.5,Moderate
EVS04197,2024-12-06,11,438,40.6,Moderate
EVS02352,2024-04-24,1,360,40.9,Moderate
EVS01194,2024-04-04,4,288,40.0,Moderate
EVS00215,2025-08-05,15,748,21.7,Severe
EVS02329,2025-04-27,20,533,38.1,Moderate
EVS02252,2024-04-18,22,362,38.2,Moderate
EVS01765,2024-10-25,8,809,25.3,Severe
EVS03171,2025-10-10,4,333,39.3,Low
EVS02652,2025-06-04,14,534,27.4,Moderate
EVS00579,2024-01-16,8,779,27.6,Severe
EVS00236,2025-01-22,14,396,43.9,Moderate
EVS04453,2024-08-21,11,536,36.4,Moderate
EVS03696,2025-08-02,19,603,23.8,Moderate
EVS02303,2024-04-24,0,307,40.3,Low
EVS02481,2025-09-23,3,448,37.1,Moderate
EVS00572,2024-12-08,4,285,34.4,Moderate
EVS01299,2025-06-22,11,240,42.5,Moderate
EVS04116,2025-04-10,2,318,44.0,Low
EVS00631,2025-10-15,5,342,44.7,Moderate
EVS00520,2024-06-01,17,599,27.4,High
EVS02784,2024-12-15,9,528,35.9,High
EVS04198,2024-06-26,11,419,39.8,Moderate
EVS01890,2024-11-22,3,404,36.1,Moderate
EVS03216,2025-12-14,21,400,38.4,Moderate
EVS04512,2024-04-15,18,1226,12.0,Severe
EVS04455,2024-04-10,0,349,38.0,Moderate
EVS02333,2024-09-16,20,568,35.9,High
EVS01457,2024-06-22,12,280,36.2,Moderate
EVS02858,2024-05-02,12,411,44.1,Moderate
EVS04621,2025-01-30,2,388,36.3,Moderate
EVS03393,2025-11-05,20,674,30.8,High
EVS04787,2025-08-29,20,1229,12.0,Severe
EVS02887,2024-05-21,22,386,38.7,Moderate
EVS00101,2025-02-14,21,437,38.1,Moderate
EVS02226,2025-03-19,6,697,27.4,Severe
EVS04516,2025-12-06,2,274,36.2,Moderate
EVS00163,2024-05-28,19,749,27.0,Severe
EVS03080,2024-02-24,2,241,45.0,Low
EVS01884,2024-02-11,23,344,35.0,Moderate
EVS02015,2025-02-12,2,314,36.6,Moderate
EVS02830,2024-09-24,7,809,16.2,Severe
EVS02051,2025-02-02,23,338,40.6,Moderate
EVS04602,2025-09-26,20,718,28.9,High
EVS01505,2024-05-03,20,552,34.8,Moderate
EVS03778,2024-08-26,23,318,39.7,Moderate
EVS00463,2025-12-20,7,661,33.3,High
EVS01658,2024-04-19,4,431,42.5,Moderate
EVS00777,2025-02-15,13,260,36.2,Moderate
EVS01088,2025-12-21,4,307,43.3,Moderate
EVS02817,2025-10-04,2,175,47.6,Low
EVS01700,2025-04-07,8,978,13.2,Severe
EVS00240,2024-12-07,2,182,48.2,Low
EVS04315,2025-08-27,4,327,39.9,Moderate
EVS03369,2024-11-19,8,1030,12.1,Severe
EVS04787,2024-10-28,14,428,40.1,Moderate
EVS03985,2025-08-23,13,190,40.0,Low
EVS02791,2024-01-06,17,511,31.2,Moderate
EVS02289,2025-09-15,8,800,29.0,Severe
EVS04740,2024-09-05,23,390,37.0,Moderate
EVS02113,2024-07-06,15,445,31.3,Moderate
EVS02717,2024-10-13,13,275,43.0,Low
EVS01661,2025-05-04,4,235,44.3,Moderate
EVS01381,2025-07-12,20,574,36.9,Moderate
EVS04223,2024-04-14,21,300,38.5,Moderate
EVS01220,2025-11-21,11,401,36.7,Moderate
EVS00714,2025-02-19,15,467,36.1,Moderate
EVS03629,2025-09-26,19,997,12.0,Severe
EVS04202,2024-11-21,0,338,47.8,Moderate
EVS04640,2024-07-17,1,248,41.7,Moderate
EVS03327,2025-10-24,19,814,21.5,Severe
EVS01728,2025-05-28,22,535,35.9,High
EVS02555,2025-08-18,11,406,38.7,Moderate
EVS00923,2025-11-07,23,347,31.5,Moderate
EVS01054,2025-05-01,12,374,41.1,Moderate
EVS04480,2025-10-03,2,425,39.0,Moderate
EVS04242,2025-09-02,18,948,19.9,Severe
EVS01376,2024-02-22,20,737,21.4,High
EVS01896,2025-11-23,9,390,36.9,Moderate
EVS04806,2024-11-20,3,364,40.3,Moderate
EVS01959,2024-05-16,19,867,24.5,Severe
EVS01627,2024-03-31,13,293,47.1,Moderate
EVS00997,2025-06-03,15,583,32.9,High
EVS02035,2024-02-18,2,182,43.8,Low
EVS01810,2025-06-15,2,197,33.2,Moderate
EVS03658,2024-05-13,7,802,28.4,Severe
EVS01723,2025-07-18,11,329,43.1,Moderate
EVS02281,2024-05-12,3,260,40.2,Moderate
EVS01597,2025-11-20,13,386,40.9,Low
EVS01585,2025-09-08,0,365,46.0,Moderate
EVS01239,2025-08-20,6,555,30.2,High
EVS02494,2024-12-12,10,399,38.1,Moderate
EVS02134,2025-08-12,10,567,26.7,High
EVS00288,2025-11-21,9,941,24.4,Severe
EVS04658,2025-07-03,15,568,29.4,High
EVS01730,2024-06-10,5,417,36.1,Moderate
EVS03768,2024-10-30,19,603,29.6,High
EVS04536,2024-03-18,18,1001,15.6,Severe
EVS00054,2024-05-09,10,483,38.8,Moderate
EVS00612,2025-05-10,16,357,36.2,Low
EVS00945,2025-12-15,6,554,35.9,Moderate
EVS04430,2025-12-23,22,451,38.9,Moderate
EVS02721,2025-06-13,12,370,45.9,Moderate
EVS01546,2025-07-16,14,356,37.8,Moderate
EVS00215,2024-07-21,7,830,29.5,Severe
EVS00174,2024-08-09,23,440,38.8,High
EVS02878,2024-06-09,13,344,36.9,Moderate
EVS03500,2024-09-21,1,285,42.5,Moderate
EVS01924,2025-02-07,2,317,36.0,Low
EVS01418,2024-05-03,13,401,39.5,Moderate
EVS04018,2024-05-23,21,548,28.1,High
EVS04325,2025-11-04,17,832,19.3,Severe
EVS01913,2025-07-22,8,888,16.6,Severe
EVS03725,2024-09-01,0,287,42.3,Low
EVS04345,2024-07-25,0,267,44.5,Moderate
EVS01897,2024-12-05,3,383,48.3,Moderate
EVS00793,2025-10-05,12,288,37.7,Moderate
EVS01832,2024-04-25,15,479,36.7,High
EVS00312,2025-05-26,18,1015,14.3,Severe
EVS00175,2025-01-14,15,402,35.8,Moderate
EVS04118,2025-06-09,23,302,39.3,Moderate
EVS04266,2024-03-03,10,376,33.6,Moderate
EVS03223,2025-01-17,0,327,37.3,Moderate
EVS04283,2024-12-15,3,283,39.8,Moderate
EVS04685,2025-02-04,4,336,43.0,Moderate
EVS03420,2024-10-06,22,295,47.0,Moderate
EVS04558,2024-07-24,19,1240,12.0,Severe
EVS04600,2024-09-10,6,650,29.2,Severe
EVS01349,2025-06-15,11,367,46.7,Moderate
EVS04758,2025-11-05,14,379,37.4,Moderate
EVS04925,2025-08-10,7,507,33.5,Moderate
EVS01378,2024-01-26,0,340,39.6,Moderate
EVS03128,2025-09-11,5,455,35.0,Moderate
EVS01091,2024-01-28,10,401,40.3,Moderate
EVS01967,2025-06-04,7,687,24.8,Severe
EVS03115,2025-03-11,6,770,32.0,Severe
EVS00183,2025-05-25,9,579,33.2,Moderate
EVS03219,2025-03-22,1,172,53.3,Low
EVS02424,2024-11-11,22,306,43.7,Moderate
EVS00614,2024-05-13,5,356,39.7,Moderate
EVS03410,2025-05-02,21,461,35.2,High
EVS04719,2025-11-07,18,990,12.4,Severe
EVS00012,2025-06-28,19,489,33.9,Moderate
EVS02172,2025-07-22,2,319,41.2,Moderate
EVS00630,2024-03-08,5,441,37.3,Moderate
EVS01029,2025-06-09,17,1122,12.4,Severe
EVS02455,2024-07-09,7,892,20.9,Severe
EVS01433,2025-12-14,22,250,45.4,Low
EVS03230,2024-12-27,0,402,39.8,Moderate
EVS01302,2025-03-14,2,295,41.0,Moderate
EVS03867,2024-09-19,13,403,41.6,Moderate
EVS00911,2024-08-27,9,751,24.7,High
EVS04538,2024-08-10,23,245,47.4,Moderate
EVS01997,2024-06-17,23,335,34.9,Moderate
EVS00277,2025-03-03,19,904,17.6,Severe
EVS00499,2025-08-06,18,1039,12.4,Severe
EVS02660,2025-12-15,9,761,21.3,Severe
EVS04555,2024-11-16,17,736,22.5,Severe
EVS02576,2024-10-04,21,454,31.7,Moderate
EVS02236,2024-12-20,21,339,41.5,Moderate
EVS03848,2025-09-17,16,610,32.4,High
EVS01126,2024-05-04,7,581,32.9,Moderate
EVS03376,2025-12-04,2,389,36.3,Low
EVS01083,2024-11-19,8,778,16.1,Severe
EVS04222,2024-06-26,7,726,27.6,High
EVS04408,2024-12-01,9,483,30.3,High
EVS00965,2024-10-11,14,352,38.7,Low
EVS00712,2025-06-30,12,329,39.8,Moderate
EVS03605,2025-09-05,7,986,19.8,Severe
EVS03247,2025-07-28,2,276,43.3,Moderate
EVS03104,2025-06-02,18,829,27.4,Severe
EVS02548,2024-09-10,7,662,33.9,High
EVS00643,2025-09-06,2,198,36.0,Low
EVS03585,2024-06-06,20,753,33.4,Severe
EVS00802,2024-04-15,18,833,20.7,Severe
EVS02707,2025-12-30,5,317,41.0,Low
EVS01720,2024-07-23,22,556,25.1,High
EVS01650,2024-03-11,13,340,39.7,Moderate
EVS04153,2024-12-09,21,611,29.8,High
EVS02268,2024-02-10,7,552,31.2,High
EVS02464,2025-06-21,18,1007,15.0,Severe
EVS04479,2025-10-01,3,353,36.3,Moderate
EVS02785,2024-05-08,14,307,40.7,Moderate
EVS03990,2024-01-05,20,693,29.4,High
EVS04312,2025-08-29,19,963,23.7,Severe
EVS03461,2025-12-19,23,437,28.9,Moderate
EVS00714,2024-12-10,6,614,32.7,High
EVS00596,2025-04-06,2,222,48.1,Moderate
EVS02158,2025-09-10,18,1448,12.0,Severe
EVS00318,2024-12-10,22,490,36.0,Moderate
EVS01486,2025-10-30,5,451,41.2,Moderate
EVS01037,2024-07-17,21,622,34.8,Severe
EVS00190,2025-08-20,8,969,19.5,Severe
EVS01992,2025-05-10,6,366,35.2,Moderate
EVS01228,2025-08-10,10,395,39.5,Moderate
EVS00510,2024-11-22,19,953,25.6,Severe
EVS03638,2025-03-26,8,1069,18.0,Severe
EVS04562,2025-08-11,17,844,23.2,Severe
EVS03096,2024-05-10,9,594,32.0,High
EVS04650,2024-10-09,9,626,32.3,Moderate
EVS00820,2024-03-06,16,582,31.4,Moderate
EVS03827,2025-08-30,12,241,36.2,Low
EVS02039,2024-05-29,10,620,28.7,Moderate
EVS02446,2025-02-27,8,850,25.2,Severe
EVS03312,2024-05-11,7,628,35.5,High
EVS03905,2025-02-04,5,329,34.1,Moderate
EVS00298,2024-05-02,22,359,37.6,Moderate
EVS01939,2024-08-23,18,1063,12.2,Severe
EVS03811,2024-08-03,8,768,21.1,High
EVS02671,2025-09-27,17,697,24.4,High
EVS01699,2024-10-30,2,429,32.5,Moderate
EVS00200,2025-04-18,13,448,39.3,Moderate
EVS00035,2025-11-02,18,852,17.2,Severe
EVS02117,2024-09-28,6,441,40.0,Low
EVS02411,2024-03-11,5,422,39.6,Moderate
EVS01137,2025-06-29,5,373,39.3,Moderate
EVS03981,2024-07-17,0,361,38.2,Moderate
EVS03605,2024-04-09,21,354,35.8,Low
EVS00933,2024-05-28,10,611,32.0,High
EVS00932,2024-10-14,4,316,38.2,Moderate
EVS04322,2024-06-20,21,821,22.1,Severe
EVS04599,2025-05-24,21,376,37.0,Moderate
EVS04930,2024-05-24,13,384,36.1,Moderate
EVS03420,2025-06-18,20,574,28.6,High
EVS04647,2024-04-22,1,400,29.4,Moderate
EVS00734,2025-12-12,10,555,37.3,Moderate
EVS00767,2025-12-14,0,216,43.9,Low
EVS00204,2024-01-19,13,276,43.9,Low
EVS02686,2025-04-20,20,705,28.3,High
EVS01097,2024-10-28,22,381,34.6,Moderate
EVS02836,2025-03-15,14,271,37.4,Low
EVS00037,2024-02-17,21,442,35.6,Moderate
EVS02641,2025-05-19,11,493,30.8,Moderate
EVS04444,2024-04-30,0,381,35.8,Moderate
EVS03618,2025-09-05,17,1055,12.0,Severe
EVS01826,2025-03-04,0,302,40.9,Moderate
EVS00342,2025-02-07,21,498,35.7,Moderate
EVS01211,2025-08-07,1,438,44.5,Moderate
EVS02520,2024-02-18,15,462,33.5,Moderate
EVS01269,2024-05-21,1,250,34.9,Low
EVS03867,2024-06-07,21,599,33.8,Moderate
EVS04683,2024-04-11,18,821,20.0,Severe
EVS00868,2024-08-18,23,384,43.6,Moderate
EVS00026,2024-07-17,21,472,41.0,Moderate
EVS00423,2025-12-17,6,500,33.9,Moderate
EVS03998,2024-12-27,16,807,25.3,Severe
EVS00267,2025-10-28,9,656,32.9,High
EVS03716,2024-03-12,22,342,37.5,Moderate
EVS02022,2024-10-20,11,266,43.5,Low
EVS02121,2024-07-29,7,729,26.6,Severe
EVS03641,2024-09-14,19,733,22.8,Severe
EVS01589,2024-10-04,21,580,29.0,Moderate
EVS04043,2025-05-15,1,240,39.6,Moderate
EVS00473,2024-12-17,21,757,18.1,Severe
EVS03581,2025-05-15,13,305,44.0,Moderate
EVS04519,2025-08-21,17,1176,12.0,Severe
EVS00810,2025-04-26,3,298,44.7,Moderate
EVS02769,2025-08-20,7,1039,22.1,Severe
EVS03195,2025-01-07,22,436,35.5,Moderate
EVS00659,2024-04-22,1,319,35.6,Moderate
EVS02709,2024-02-21,16,657,27.9,Severe
EVS01244,2024-10-23,19,1023,20.9,Severe
EVS03749,2024-01-29,23,364,37.1,Moderate
EVS02832,2024-02-04,1,207,49.0,Low
EVS02047,2025-04-10,1,315,43.2,Moderate
EVS03698,2025-05-10,4,229,38.5,Low
EVS03645,2025-10-27,4,493,37.5,Moderate
EVS01046,2024-10-20,13,244,44.7,Low
EVS00124,2024-09-02,18,707,27.7,High
EVS01225,2024-12-10,18,1100,12.0,Severe
EVS04416,2025-09-16,17,884,15.5,Severe
EVS01981,2024-06-20,12,402,38.5,Moderate
EVS01000,2024-08-23,21,808,23.2,Severe
EVS01834,2024-09-17,12,390,32.7,Moderate
EVS01912,2025-12-27,0,244,46.2,Low
EVS02257,2024-08-22,5,481,36.9,Moderate
EVS02235,2024-01-06,3,265,47.3,Moderate
EVS01471,2024-01-17,18,878,21.0,Severe
EVS01477,2024-06-20,1,424,34.8,Moderate
EVS03981,2025-06-01,1,186,46.4,Low
EVS03303,2025-02-22,18,731,25.5,High
EVS03386,2024-02-19,10,533,40.3,High
EVS00944,2025-08-13,12,296,43.0,Moderate
EVS04966,2024-06-04,7,697,30.8,High
EVS00437,2025-12-17,21,507,30.0,Moderate
EVS03401,2025-02-24,10,573,29.7,Moderate
EVS03704,2025-04-01,0,434,40.6,Moderate
EVS01315,2024-05-12,20,439,37.0,Moderate
EVS00385,2024-04-26,6,587,34.9,Moderate
EVS03670,2024-03-28,11,589,28.1,Moderate
EVS02822,2024-10-31,3,524,25.4,Moderate
EVS04839,2025-08-07,14,431,33.7,High
EVS03627,2025-09-12,2,416,31.1,Moderate
EVS04652,2025-07-18,20,652,34.1,Severe
EVS03160,2024-02-04,7,595,32.7,High
EVS02493,2025-11-24,1,401,36.8,Moderate
EVS04731,2025-08-07,3,367,35.2,Moderate
EVS04085,2025-02-23,22,356,36.5,Moderate
EVS00173,2024-01-04,1,388,35.0,Moderate
EVS02906,2025-09-01,4,242,38.9,Low
EVS00738,2025-10-13,12,448,33.3,Moderate
EVS04747,2025-08-20,6,579,38.1,High
EVS03371,2025-04-08,9,828,28.1,Severe
EVS02242,2025-04-04,5,441,40.3,Moderate
EVS04810,2025-08-28,21,702,24.2,High
EVS01673,2025-04-05,4,480,37.5,Moderate
EVS02206,2024-12-14,21,412,37.4,Moderate
EVS01991,2024-12-09,16,913,23.3,Severe
EVS00655,2025-03-04,1,387,34.9,Moderate
EVS00740,2024-02-03,14,316,40.6,Moderate
EVS02947,2025-07-14,6,639,31.8,High
EVS00347,2025-04-03,1,293,41.0,Moderate
EVS04661,2025-01-07,9,923,21.8,Severe
EVS01628,2024-12-26,8,846,30.2,Severe
EVS01595,2025-03-27,3,258,44.0,Low
