Station_ID,City,State,Latitude,Longitude,Station_Operator,Charger_Type,Charging_Capacity_kW,Number_of_Chargers,Max_Station_Power_kW,Parking_Spots,Cost_USD_per_kWh,Renewable_Energy_Source,Availability,Installation_Year,Station_Age_Years,Station_Type,Capacity_per_Parking_Spot_kW,Avg_Users_per_Day,Location_ID
EVS00469,Unknown,Unknown,52.459204,13.358323,ChargePoint,DC Fast Charger,22,4,88,6,0.38,No,24/7,2015,11,Destination/AC,14.67,44,Unknown|Unknown
EVS00470,Unknown,Unknown,43.646332,-79.477922,EVgo,AC Level 1,150,4,600,7,0.28,Yes,24/7,2010,16,Fast Charging,85.71,168,Unknown|Unknown
EVS00471,Unknown,Unknown,-22.883204,140.494732,Greenlots,AC Level 1,350,3,1050,4,0.35,Yes,9:00-18:00,2014,12,Ultra-Fast Charging,262.5,136,Unknown|Unknown
EVS00472,Unknown,Unknown,41.908381,-87.744026,EVgo,AC Level 2,22,6,132,9,0.23,No,24/7,2016,10,Destination/AC,14.67,147,Unknown|Unknown
EVS00473,Unknown,Unknown,34.077955,-118.200937,Ionity,AC Level 2,350,1,350,2,0.18,No,9:00-18:00,2022,4,Ultra-Fast Charging,175.0,86,Unknown|Unknown
EVS00474,Unknown,Unknown,43.65435,-79.35392,Greenlots,AC Level 2,22,7,154,9,0.14,Yes,24/7,2021,5,Destination/AC,17.11,92,Unknown|Unknown
EVS00475,Unknown,Unknown,41.900694,-87.711228,Tesla,AC Level 2,50,7,350,10,0.23,No,24/7,2023,3,Fast Charging,35.0,119,Unknown|Unknown
EVS00476,Unknown,Unknown,41.831703,-87.627726,Greenlots,AC Level 2,350,2,700,2,0.14,Yes,6:00-22:00,2016,10,Ultra-Fast Charging,350.0,144,Unknown|Unknown
EVS00477,Unknown,Unknown,19.546218,-99.035175,EVgo,AC Level 1,150,2,300,3,0.35,No,6:00-22:00,2020,6,Fast Charging,100.0,154,Unknown|Unknown
EVS00478,Unknown,Unknown,25.315421,55.306339,Greenlots,AC Level 1,350,1,350,2,0.5,No,6:00-22:00,2020,6,Ultra-Fast Charging,175.0,17,Unknown|Unknown
EVS00479,Unknown,Unknown,-33.849766,151.241734,EVgo,DC Fast Charger,150,6,900,8,0.49,No,24/7,2019,7,Fast Charging,112.5,124,Unknown|Unknown
EVS00480,Unknown,Unknown,41.921123,-87.660919,Ionity,AC Level 2,350,4,1400,5,0.34,Yes,9:00-18:00,2023,3,Ultra-Fast Charging,280.0,33,Unknown|Unknown
EVS00481,Unknown,Unknown,-80.723496,179.664661,ChargePoint,AC Level 2,22,3,66,5,0.4,No,24/7,2013,13,Destination/AC,13.2,62,Unknown|Unknown
EVS00482,Unknown,Unknown,55.765017,37.699376,ChargePoint,AC Level 1,22,6,132,10,0.36,Yes,9:00-18:00,2010,16,Destination/AC,13.2,151,Unknown|Unknown
EVS00483,Unknown,Unknown,19.129722,72.906359,Greenlots,AC Level 1,350,1,350,2,0.43,Yes,24/7,2014,12,Ultra-Fast Charging,175.0,56,Unknown|Unknown
EVS00484,Unknown,Unknown,-33.887958,151.228933,ChargePoint,AC Level 2,350,6,2100,8,0.31,Yes,9:00-18:00,2016,10,Ultra-Fast Charging,262.5,146,Unknown|Unknown
EVS00485,Unknown,Unknown,39.893768,116.316172,Greenlots,AC Level 1,50,2,100,5,0.12,No,6:00-22:00,2012,14,Fast Charging,20.0,91,Unknown|Unknown
EVS00486,Unknown,Unknown,25.284957,55.302441,Tesla,AC Level 1,150,4,600,7,0.19,Yes,24/7,2023,3,Fast Charging,85.71,53,Unknown|Unknown
EVS00487,Unknown,Unknown,-23.60254,-46.508681,Tesla,DC Fast Charger,350,3,1050,6,0.14,Yes,24/7,2021,5,Ultra-Fast Charging,175.0,70,Unknown|Unknown
EVS00488,Unknown,Unknown,-33.744565,18.492565,EVgo,AC Level 1,350,7,2450,10,0.1,Yes,9:00-18:00,2016,10,Ultra-Fast Charging,245.0,102,Unknown|Unknown
EVS00489,Unknown,Unknown,-33.744014,151.361019,Tesla,AC Level 1,50,2,100,3,0.4,No,6:00-22:00,2018,8,Fast Charging,33.33,141,Unknown|Unknown
EVS00490,Unknown,Unknown,-33.738376,18.447614,Ionity,AC Level 1,50,6,300,8,0.15,No,24/7,2017,9,Fast Charging,37.5,114,Unknown|Unknown
EVS00491,Unknown,Unknown,-51.852151,154.239807,Tesla,AC Level 2,350,8,2800,10,0.22,No,24/7,2020,6,Ultra-Fast Charging,280.0,168,Unknown|Unknown
EVS00492,Unknown,Unknown,34.020332,-118.287323,Ionity,AC Level 1,350,2,700,3,0.31,Yes,6:00-22:00,2015,11,Ultra-Fast Charging,233.33,158,Unknown|Unknown
EVS00493,Unknown,Unknown,43.618736,-79.353398,Tesla,AC Level 2,22,5,110,9,0.31,No,6:00-22:00,2023,3,Destination/AC,12.22,139,Unknown|Unknown
EVS00494,Unknown,Unknown,37.857175,-122.303422,Tesla,DC Fast Charger,350,4,1400,6,0.31,Yes,6:00-22:00,2015,11,Ultra-Fast Charging,233.33,114,Unknown|Unknown
EVS00495,Unknown,Unknown,18.907316,72.983951,Ionity,AC Level 2,22,7,154,10,0.29,No,6:00-22:00,2020,6,Destination/AC,15.4,62,Unknown|Unknown
EVS00496,Unknown,Unknown,19.555444,-99.064002,EVgo,AC Level 2,50,3,150,4,0.35,No,24/7,2014,12,Fast Charging,37.5,83,Unknown|Unknown
EVS00497,Unknown,Unknown,-33.852876,151.239959,ChargePoint,DC Fast Charger,150,7,1050,10,0.49,Yes,24/7,2022,4,Fast Charging,105.0,34,Unknown|Unknown
EVS00498,Unknown,Unknown,43.660907,-79.320082,EVgo,AC Level 1,50,4,200,7,0.14,No,24/7,2019,7,Fast Charging,28.57,76,Unknown|Unknown
EVS00499,Unknown,Unknown,19.401518,-99.00457,ChargePoint,DC Fast Charger,22,8,176,10,0.39,Yes,24/7,2016,10,Destination/AC,17.6,167,Unknown|Unknown
EVS00500,Unknown,Unknown,19.466609,-99.175587,Greenlots,AC Level 2,50,4,200,8,0.41,No,24/7,2016,10,Fast Charging,25.0,85,Unknown|Unknown
EVS00501,Unknown,Unknown,10.060762,66.813097,EVgo,DC Fast Charger,22,4,88,5,0.45,Yes,24/7,2010,16,Destination/AC,17.6,33,Unknown|Unknown
EVS00502,Unknown,Unknown,-33.749508,151.314901,Ionity,AC Level 2,150,6,900,8,0.41,Yes,24/7,2011,15,Fast Charging,112.5,122,Unknown|Unknown
EVS00503,Unknown,Unknown,13.789147,100.474049,EVgo,AC Level 1,50,4,200,8,0.23,No,24/7,2015,11,Fast Charging,25.0,173,Unknown|Unknown
EVS00504,Unknown,Unknown,43.782108,-79.372287,Greenlots,AC Level 2,350,5,1750,7,0.1,No,6:00-22:00,2020,6,Ultra-Fast Charging,250.0,158,Unknown|Unknown
EVS00505,Unknown,Unknown,37.676068,126.956128,EVgo,DC Fast Charger,22,4,88,9,0.45,No,9:00-18:00,2014,12,Destination/AC,9.78,60,Unknown|Unknown
EVS00506,Unknown,Unknown,52.433768,13.303693,Ionity,AC Level 1,22,1,22,1,0.49,No,6:00-22:00,2013,13,Destination/AC,22.0,89,Unknown|Unknown
EVS00507,Unknown,Unknown,-33.800303,151.352806,Ionity,AC Level 2,22,1,22,1,0.39,Yes,9:00-18:00,2011,15,Destination/AC,22.0,102,Unknown|Unknown
EVS00508,Unknown,Unknown,-23.656007,-46.622781,Tesla,DC Fast Charger,150,3,450,6,0.21,Yes,6:00-22:00,2021,5,Fast Charging,75.0,55,Unknown|Unknown
EVS00509,Unknown,Unknown,13.867797,100.529559,Tesla,AC Level 2,50,3,150,7,0.42,Yes,24/7,2013,13,Fast Charging,21.43,59,Unknown|Unknown
EVS00510,Unknown,Unknown,-33.807932,18.41928,ChargePoint,DC Fast Charger,350,8,2800,10,0.42,No,9:00-18:00,2016,10,Ultra-Fast Charging,280.0,54,Unknown|Unknown
EVS00511,Unknown,Unknown,-22.699389,-55.913894,Greenlots,DC Fast Charger,350,6,2100,10,0.32,No,9:00-18:00,2023,3,Ultra-Fast Charging,210.0,179,Unknown|Unknown
EVS00512,Unknown,Unknown,55.77211,37.601101,Ionity,AC Level 1,150,2,300,3,0.19,No,9:00-18:00,2016,10,Fast Charging,100.0,138,Unknown|Unknown
EVS00513,Unknown,Unknown,18.936206,72.952021,EVgo,AC Level 2,150,3,450,4,0.46,Yes,24/7,2021,5,Fast Charging,112.5,153,Unknown|Unknown
EVS00514,Unknown,Unknown,43.60412,-79.417447,Tesla,AC Level 2,150,4,600,6,0.18,No,9:00-18:00,2020,6,Fast Charging,100.0,149,Unknown|Unknown
EVS00515,Unknown,Unknown,-33.753965,18.450753,Ionity,AC Level 2,22,4,88,8,0.27,No,9:00-18:00,2012,14,Destination/AC,11.0,173,Unknown|Unknown
EVS00516,Unknown,Unknown,39.857941,116.311771,ChargePoint,DC Fast Charger,150,4,600,6,0.19,No,24/7,2019,7,Fast Charging,100.0,32,Unknown|Unknown
EVS00517,Unknown,Unknown,25.330998,55.368836,EVgo,DC Fast Charger,50,5,250,6,0.16,Yes,9:00-18:00,2022,4,Fast Charging,41.67,160,Unknown|Unknown
EVS00518,Unknown,Unknown,-33.729421,151.379303,ChargePoint,DC Fast Charger,22,2,44,5,0.22,Yes,6:00-22:00,2019,7,Destination/AC,8.8,25,Unknown|Unknown
EVS00519,Unknown,Unknown,43.723214,-79.307513,EVgo,DC Fast Charger,22,5,110,8,0.41,No,6:00-22:00,2022,4,Destination/AC,13.75,93,Unknown|Unknown
EVS00520,Unknown,Unknown,25.293781,55.267276,Greenlots,AC Level 2,350,4,1400,7,0.19,Yes,6:00-22:00,2023,3,Ultra-Fast Charging,200.0,113,Unknown|Unknown
EVS00521,Unknown,Unknown,59.032387,52.728015,EVgo,AC Level 1,22,4,88,7,0.27,Yes,6:00-22:00,2017,9,Destination/AC,12.57,74,Unknown|Unknown
EVS00522,Unknown,Unknown,-33.826787,18.469092,Greenlots,AC Level 2,50,6,300,8,0.43,No,24/7,2016,10,Fast Charging,37.5,39,Unknown|Unknown
EVS00523,Unknown,Unknown,18.996604,72.891826,EVgo,AC Level 1,150,5,750,8,0.44,Yes,9:00-18:00,2012,14,Fast Charging,93.75,46,Unknown|Unknown
EVS00524,Unknown,Unknown,13.75829,100.536526,Greenlots,AC Level 1,22,7,154,10,0.27,No,6:00-22:00,2018,8,Destination/AC,15.4,151,Unknown|Unknown
EVS00525,Unknown,Unknown,13.73715,100.500361,ChargePoint,AC Level 1,150,5,750,9,0.39,No,24/7,2018,8,Fast Charging,83.33,67,Unknown|Unknown
EVS00526,Unknown,Unknown,37.820565,-122.315361,EVgo,AC Level 1,50,4,200,7,0.42,No,24/7,2021,5,Fast Charging,28.57,66,Unknown|Unknown
EVS00527,Unknown,Unknown,37.580529,126.991581,Tesla,AC Level 2,350,4,1400,7,0.12,No,24/7,2021,5,Ultra-Fast Charging,200.0,167,Unknown|Unknown
EVS00528,Unknown,Unknown,41.930069,-87.726529,ChargePoint,AC Level 2,22,6,132,7,0.42,No,6:00-22:00,2016,10,Destination/AC,18.86,38,Unknown|Unknown
EVS00529,Unknown,Unknown,37.541222,127.057344,Ionity,AC Level 2,50,6,300,9,0.36,Yes,9:00-18:00,2018,8,Fast Charging,33.33,166,Unknown|Unknown
EVS00530,Unknown,Unknown,34.058424,-118.387118,Ionity,AC Level 1,350,6,2100,10,0.42,No,6:00-22:00,2014,12,Ultra-Fast Charging,210.0,166,Unknown|Unknown
EVS00531,Unknown,Unknown,-72.947238,-109.560367,Greenlots,DC Fast Charger,22,3,66,4,0.37,Yes,24/7,2018,8,Destination/AC,16.5,113,Unknown|Unknown
EVS00532,Unknown,Unknown,37.688284,126.98633,Tesla,DC Fast Charger,350,1,350,1,0.23,No,6:00-22:00,2022,4,Ultra-Fast Charging,350.0,42,Unknown|Unknown
EVS00533,Unknown,Unknown,43.669537,-79.455417,ChargePoint,AC Level 2,50,4,200,7,0.25,No,24/7,2017,9,Fast Charging,28.57,40,Unknown|Unknown
EVS00534,Unknown,Unknown,37.774349,-122.480961,EVgo,DC Fast Charger,150,1,150,2,0.41,Yes,24/7,2022,4,Fast Charging,75.0,61,Unknown|Unknown
EVS00535,Unknown,Unknown,39.904658,116.473406,EVgo,AC Level 1,150,2,300,2,0.37,No,9:00-18:00,2015,11,Fast Charging,150.0,110,Unknown|Unknown
EVS00536,Unknown,Unknown,-33.787055,151.205437,ChargePoint,DC Fast Charger,50,1,50,2,0.21,No,9:00-18:00,2011,15,Fast Charging,25.0,40,Unknown|Unknown
EVS00537,Unknown,Unknown,-33.853089,18.427854,Tesla,AC Level 1,50,6,300,9,0.18,Yes,9:00-18:00,2010,16,Fast Charging,33.33,90,Unknown|Unknown
EVS00538,Unknown,Unknown,43.600512,-79.494201,Tesla,AC Level 1,22,4,88,8,0.13,Yes,6:00-22:00,2016,10,Destination/AC,11.0,34,Unknown|Unknown
EVS00539,Unknown,Unknown,-33.87629,151.385211,EVgo,AC Level 2,350,4,1400,8,0.38,Yes,9:00-18:00,2014,12,Ultra-Fast Charging,175.0,104,Unknown|Unknown
EVS00540,Unknown,Unknown,34.118001,-118.381864,ChargePoint,AC Level 1,50,7,350,10,0.27,Yes,6:00-22:00,2015,11,Fast Charging,35.0,18,Unknown|Unknown
EVS00541,Unknown,Unknown,-67.946777,-62.890181,EVgo,DC Fast Charger,22,5,110,8,0.48,No,9:00-18:00,2015,11,Destination/AC,13.75,131,Unknown|Unknown
EVS00542,Unknown,Unknown,13.863228,100.506943,EVgo,AC Level 1,150,2,300,2,0.33,No,9:00-18:00,2014,12,Fast Charging,150.0,24,Unknown|Unknown
EVS00543,Unknown,Unknown,25.301386,55.283255,EVgo,DC Fast Charger,150,6,900,8,0.18,Yes,24/7,2013,13,Fast Charging,112.5,47,Unknown|Unknown
EVS00544,Unknown,Unknown,37.553153,127.08942,Greenlots,AC Level 2,22,5,110,8,0.25,No,6:00-22:00,2022,4,Destination/AC,13.75,43,Unknown|Unknown
EVS00545,Unknown,Unknown,43.617122,-79.468008,ChargePoint,AC Level 2,22,4,88,6,0.32,Yes,24/7,2020,6,Destination/AC,14.67,152,Unknown|Unknown
EVS00546,Unknown,Unknown,13.821081,100.438851,Ionity,AC Level 1,22,8,176,10,0.26,Yes,6:00-22:00,2019,7,Destination/AC,17.6,23,Unknown|Unknown
EVS00547,Unknown,Unknown,-33.760877,18.553258,EVgo,DC Fast Charger,150,3,450,4,0.4,No,24/7,2012,14,Fast Charging,112.5,85,Unknown|Unknown
EVS00548,Unknown,Unknown,37.65443,127.07236,Greenlots,AC Level 2,150,1,150,1,0.11,No,24/7,2019,7,Fast Charging,150.0,112,Unknown|Unknown
EVS00549,Unknown,Unknown,41.827749,-87.668545,Tesla,AC Level 2,50,7,350,9,0.29,Yes,9:00-18:00,2013,13,Fast Charging,38.89,100,Unknown|Unknown
EVS00550,Unknown,Unknown,39.989449,116.377549,Greenlots,AC Level 2,22,2,44,3,0.22,Yes,24/7,2020,6,Destination/AC,14.67,127,Unknown|Unknown
EVS00551,Unknown,Unknown,-3.033356,-148.095781,EVgo,DC Fast Charger,350,1,350,1,0.15,No,24/7,2015,11,Ultra-Fast Charging,350.0,147,Unknown|Unknown
EVS00552,Unknown,Unknown,37.778631,-122.480667,ChargePoint,AC Level 2,50,2,100,4,0.27,Yes,6:00-22:00,2023,3,Fast Charging,25.0,79,Unknown|Unknown
EVS00553,Unknown,Unknown,-23.538056,-46.58191,Greenlots,AC Level 1,22,6,132,9,0.15,No,24/7,2015,11,Destination/AC,14.67,151,Unknown|Unknown
EVS00554,Unknown,Unknown,-33.860295,151.313884,Ionity,AC Level 2,50,5,250,7,0.36,No,6:00-22:00,2016,10,Fast Charging,35.71,67,Unknown|Unknown
EVS00555,Unknown,Unknown,-33.843426,18.492997,ChargePoint,AC Level 2,22,5,110,7,0.11,Yes,6:00-22:00,2017,9,Destination/AC,15.71,177,Unknown|Unknown
EVS00556,Unknown,Unknown,37.682836,127.018105,EVgo,AC Level 2,150,4,600,6,0.2,Yes,9:00-18:00,2016,10,Fast Charging,100.0,98,Unknown|Unknown
EVS00557,Unknown,Unknown,52.575971,13.329181,Ionity,DC Fast Charger,350,2,700,3,0.22,Yes,9:00-18:00,2015,11,Ultra-Fast Charging,233.33,136,Unknown|Unknown
EVS00558,Unknown,Unknown,41.971136,-87.633067,Tesla,DC Fast Charger,50,3,150,5,0.43,Yes,9:00-18:00,2018,8,Fast Charging,30.0,159,Unknown|Unknown
EVS00559,Unknown,Unknown,19.43116,-99.135599,Tesla,AC Level 2,350,4,1400,8,0.33,Yes,9:00-18:00,2010,16,Ultra-Fast Charging,175.0,145,Unknown|Unknown
EVS00560,Unknown,Unknown,25.332029,55.336479,Greenlots,AC Level 2,350,5,1750,9,0.16,No,9:00-18:00,2012,14,Ultra-Fast Charging,194.44,155,Unknown|Unknown
EVS00561,Unknown,Unknown,1.597832,-117.898763,EVgo,AC Level 2,350,4,1400,6,0.4,Yes,6:00-22:00,2019,7,Ultra-Fast Charging,233.33,103,Unknown|Unknown
EVS00562,Unknown,Unknown,25.325448,55.355439,Tesla,AC Level 2,150,3,450,5,0.17,No,24/7,2020,6,Fast Charging,90.0,22,Unknown|Unknown
EVS00563,Unknown,Unknown,43.749309,-79.443754,ChargePoint,AC Level 1,150,1,150,2,0.49,Yes,6:00-22:00,2014,12,Fast Charging,75.0,96,Unknown|Unknown
EVS00564,Unknown,Unknown,34.089622,-118.294674,ChargePoint,DC Fast Charger,22,1,22,1,0.18,No,9:00-18:00,2021,5,Destination/AC,22.0,44,Unknown|Unknown
EVS00565,Unknown,Unknown,-23.5594,-46.597319,Ionity,AC Level 1,50,4,200,7,0.26,Yes,6:00-22:00,2020,6,Fast Charging,28.57,161,Unknown|Unknown
EVS00566,Unknown,Unknown,37.675722,126.964565,EVgo,AC Level 1,50,1,50,2,0.42,Yes,9:00-18:00,2018,8,Fast Charging,25.0,54,Unknown|Unknown
EVS00567,Unknown,Unknown,55.753695,37.565171,ChargePoint,AC Level 2,350,4,1400,6,0.34,No,9:00-18:00,2020,6,Ultra-Fast Charging,233.33,52,Unknown|Unknown
EVS00568,Unknown,Unknown,19.560628,-99.182021,Ionity,AC Level 2,22,2,44,3,0.26,No,9:00-18:00,2018,8,Destination/AC,14.67,56,Unknown|Unknown
EVS00569,Unknown,Unknown,37.562803,127.079261,EVgo,AC Level 2,22,1,22,1,0.11,Yes,9:00-18:00,2014,12,Destination/AC,22.0,121,Unknown|Unknown
EVS00570,Unknown,Unknown,37.851937,-122.434615,ChargePoint,AC Level 2,22,6,132,9,0.31,No,9:00-18:00,2023,3,Destination/AC,14.67,109,Unknown|Unknown
EVS00571,Unknown,Unknown,51.465721,-79.496805,ChargePoint,DC Fast Charger,350,4,1400,9,0.17,No,6:00-22:00,2017,9,Ultra-Fast Charging,155.56,171,Unknown|Unknown
EVS00572,Unknown,Unknown,-23.637169,-46.578441,Tesla,DC Fast Charger,350,1,350,1,0.32,Yes,6:00-22:00,2011,15,Ultra-Fast Charging,350.0,83,Unknown|Unknown
EVS00573,Unknown,Unknown,19.450902,-99.08524,Ionity,AC Level 1,350,5,1750,7,0.1,Yes,24/7,2012,14,Ultra-Fast Charging,250.0,61,Unknown|Unknown
EVS00574,Unknown,Unknown,55.714752,37.51945,EVgo,AC Level 2,150,5,750,7,0.37,Yes,9:00-18:00,2016,10,Fast Charging,107.14,23,Unknown|Unknown
EVS00575,Unknown,Unknown,52.562333,13.352943,ChargePoint,AC Level 2,150,3,450,4,0.5,No,24/7,2013,13,Fast Charging,112.5,16,Unknown|Unknown
EVS00576,Unknown,Unknown,-33.897659,151.374837,Greenlots,AC Level 1,22,8,176,10,0.42,Yes,9:00-18:00,2019,7,Destination/AC,17.6,76,Unknown|Unknown
EVS00577,Unknown,Unknown,37.547401,127.014429,ChargePoint,AC Level 2,22,1,22,1,0.23,No,6:00-22:00,2010,16,Destination/AC,22.0,167,Unknown|Unknown
EVS00578,Unknown,Unknown,41.974278,-87.792543,EVgo,AC Level 1,50,2,100,3,0.37,Yes,6:00-22:00,2013,13,Fast Charging,33.33,101,Unknown|Unknown
EVS00579,Unknown,Unknown,-23.698365,-46.675358,Greenlots,AC Level 2,350,6,2100,9,0.47,No,9:00-18:00,2020,6,Ultra-Fast Charging,233.33,162,Unknown|Unknown
EVS00580,Unknown,Unknown,41.915276,-87.789507,Ionity,AC Level 2,150,4,600,8,0.18,Yes,6:00-22:00,2016,10,Fast Charging,75.0,31,Unknown|Unknown
EVS00581,Unknown,Unknown,85.165465,148.11895,EVgo,AC Level 2,150,5,750,10,0.49,No,6:00-22:00,2011,15,Fast Charging,75.0,30,Unknown|Unknown
EVS00582,Unknown,Unknown,43.655258,-79.385666,EVgo,AC Level 1,50,3,150,7,0.25,No,24/7,2015,11,Fast Charging,21.43,152,Unknown|Unknown
EVS00583,Unknown,Unknown,52.581127,13.308411,Ionity,AC Level 1,22,6,132,8,0.11,No,9:00-18:00,2020,6,Destination/AC,16.5,32,Unknown|Unknown
EVS00584,Unknown,Unknown,25.36576,55.390681,Tesla,DC Fast Charger,50,6,300,8,0.13,Yes,24/7,2022,4,Fast Charging,37.5,23,Unknown|Unknown
EVS00585,Unknown,Unknown,43.655309,-79.371273,Tesla,AC Level 2,50,5,250,6,0.39,No,24/7,2010,16,Fast Charging,41.67,81,Unknown|Unknown
EVS00586,Unknown,Unknown,55.79744,37.512116,Ionity,AC Level 1,150,5,750,8,0.4,Yes,24/7,2010,16,Fast Charging,93.75,167,Unknown|Unknown
EVS00587,Unknown,Unknown,52.545977,13.493232,Greenlots,DC Fast Charger,150,1,150,1,0.37,Yes,24/7,2015,11,Fast Charging,150.0,128,Unknown|Unknown
EVS00588,Unknown,Unknown,52.596253,13.350885,ChargePoint,DC Fast Charger,150,2,300,3,0.45,Yes,24/7,2013,13,Fast Charging,100.0,31,Unknown|Unknown
EVS00589,Unknown,Unknown,13.760868,100.510224,ChargePoint,AC Level 1,350,4,1400,6,0.31,Yes,6:00-22:00,2016,10,Ultra-Fast Charging,233.33,153,Unknown|Unknown
EVS00590,Unknown,Unknown,18.964042,72.824032,EVgo,AC Level 1,22,5,110,6,0.46,No,9:00-18:00,2010,16,Destination/AC,18.33,154,Unknown|Unknown
EVS00591,Unknown,Unknown,48.958369,54.050978,Greenlots,AC Level 1,150,5,750,6,0.26,No,24/7,2022,4,Fast Charging,125.0,147,Unknown|Unknown
EVS00592,Unknown,Unknown,-33.81016,18.506381,EVgo,DC Fast Charger,150,3,450,4,0.46,Yes,24/7,2021,5,Fast Charging,112.5,163,Unknown|Unknown
EVS00593,Unknown,Unknown,55.879945,37.645098,Greenlots,AC Level 1,22,8,176,10,0.2,Yes,6:00-22:00,2017,9,Destination/AC,17.6,54,Unknown|Unknown
EVS00594,Unknown,Unknown,34.138815,-118.332619,Ionity,AC Level 1,50,8,400,9,0.26,Yes,6:00-22:00,2022,4,Fast Charging,44.44,176,Unknown|Unknown
EVS00595,Unknown,Unknown,-33.785547,18.469938,EVgo,AC Level 2,50,4,200,7,0.31,No,24/7,2021,5,Fast Charging,28.57,67,Unknown|Unknown
EVS00596,Unknown,Unknown,19.597169,-99.108878,Tesla,AC Level 1,150,1,150,1,0.49,Yes,6:00-22:00,2012,14,Fast Charging,150.0,147,Unknown|Unknown
EVS00597,Unknown,Unknown,52.463805,13.407764,Tesla,DC Fast Charger,350,2,700,4,0.35,Yes,24/7,2018,8,Ultra-Fast Charging,175.0,110,Unknown|Unknown
EVS00598,Unknown,Unknown,52.445281,13.378553,Tesla,DC Fast Charger,50,2,100,4,0.16,Yes,6:00-22:00,2021,5,Fast Charging,25.0,143,Unknown|Unknown
EVS00599,Unknown,Unknown,37.55136,127.046817,ChargePoint,AC Level 2,150,6,900,10,0.49,Yes,24/7,2019,7,Fast Charging,90.0,118,Unknown|Unknown
EVS00600,Unknown,Unknown,-33.78089,18.407753,Greenlots,DC Fast Charger,50,2,100,4,0.28,Yes,6:00-22:00,2013,13,Fast Charging,25.0,121,Unknown|Unknown
EVS00601,Unknown,Unknown,61.004456,49.650308,Greenlots,AC Level 2,50,7,350,9,0.18,Yes,24/7,2014,12,Fast Charging,38.89,116,Unknown|Unknown
EVS00602,Unknown,Unknown,41.884002,-87.661801,ChargePoint,AC Level 2,350,2,700,3,0.28,No,9:00-18:00,2022,4,Ultra-Fast Charging,233.33,143,Unknown|Unknown
EVS00603,Unknown,Unknown,-33.76191,18.494645,Ionity,AC Level 2,350,8,2800,10,0.29,Yes,6:00-22:00,2022,4,Ultra-Fast Charging,280.0,136,Unknown|Unknown
EVS00604,Unknown,Unknown,25.236393,55.337571,Tesla,DC Fast Charger,22,7,154,9,0.11,No,6:00-22:00,2021,5,Destination/AC,17.11,37,Unknown|Unknown
EVS00605,Unknown,Unknown,39.810483,116.236767,Greenlots,AC Level 1,350,3,1050,4,0.39,Yes,6:00-22:00,2022,4,Ultra-Fast Charging,262.5,151,Unknown|Unknown
EVS00606,Unknown,Unknown,19.543116,-99.133984,ChargePoint,AC Level 2,50,1,50,1,0.11,No,6:00-22:00,2023,3,Fast Charging,50.0,103,Unknown|Unknown
EVS00607,Unknown,Unknown,19.483436,-99.138191,Greenlots,AC Level 1,50,6,300,10,0.1,No,24/7,2016,10,Fast Charging,30.0,68,Unknown|Unknown
EVS00608,Unknown,Unknown,39.822544,116.331125,Ionity,DC Fast Charger,22,2,44,3,0.5,Yes,24/7,2010,16,Destination/AC,14.67,99,Unknown|Unknown
EVS00609,Unknown,Unknown,-33.873178,18.571836,EVgo,AC Level 2,22,1,22,1,0.3,No,24/7,2017,9,Destination/AC,22.0,174,Unknown|Unknown
EVS00610,Unknown,Unknown,-23.667966,-46.518285,Ionity,AC Level 2,22,8,176,10,0.28,Yes,9:00-18:00,2023,3,Destination/AC,17.6,156,Unknown|Unknown
EVS00611,Unknown,Unknown,9.932822,-104.895662,Ionity,AC Level 2,350,5,1750,8,0.12,Yes,6:00-22:00,2023,3,Ultra-Fast Charging,218.75,152,Unknown|Unknown
EVS00612,Unknown,Unknown,39.821086,116.433089,ChargePoint,AC Level 2,350,2,700,4,0.15,No,6:00-22:00,2011,15,Ultra-Fast Charging,175.0,91,Unknown|Unknown
EVS00613,Unknown,Unknown,19.173418,72.828069,Tesla,DC Fast Charger,50,1,50,2,0.42,No,9:00-18:00,2010,16,Fast Charging,25.0,144,Unknown|Unknown
EVS00614,Unknown,Unknown,-33.747975,18.444617,EVgo,DC Fast Charger,350,2,700,3,0.22,Yes,6:00-22:00,2012,14,Ultra-Fast Charging,233.33,78,Unknown|Unknown
EVS00615,Unknown,Unknown,-23.507063,-46.594695,ChargePoint,AC Level 2,50,5,250,8,0.32,Yes,6:00-22:00,2014,12,Fast Charging,31.25,128,Unknown|Unknown
EVS00616,Unknown,Unknown,19.576476,-99.18231,EVgo,DC Fast Charger,22,2,44,3,0.49,No,6:00-22:00,2013,13,Destination/AC,14.67,120,Unknown|Unknown
EVS00617,Unknown,Unknown,52.500381,13.304267,EVgo,AC Level 2,150,4,600,7,0.15,No,9:00-18:00,2012,14,Fast Charging,85.71,56,Unknown|Unknown
EVS00618,Unknown,Unknown,-33.731909,18.574731,Ionity,AC Level 1,150,4,600,5,0.34,No,24/7,2013,13,Fast Charging,120.0,58,Unknown|Unknown
EVS00619,Unknown,Unknown,13.837657,100.460021,Tesla,AC Level 2,350,1,350,1,0.12,No,9:00-18:00,2017,9,Ultra-Fast Charging,350.0,25,Unknown|Unknown
EVS00620,Unknown,Unknown,19.007854,72.966796,Tesla,AC Level 1,150,6,900,10,0.31,Yes,6:00-22:00,2017,9,Fast Charging,90.0,38,Unknown|Unknown
