Date,Year,Month,Quarter,Week,Day_of_Week,Weekend_Flag,Season,Holiday_Flag
2025-03-24,2025,3,Q1,13,Monday,0,Spring,0
2025-03-25,2025,3,Q1,13,Tuesday,0,Spring,0
2025-03-26,2025,3,Q1,13,Wednesday,0,Spring,0
2025-03-27,2025,3,Q1,13,Thursday,0,Spring,0
2025-03-28,2025,3,Q1,13,Friday,0,Spring,0
2025-03-29,2025,3,Q1,13,Saturday,1,Spring,0
2025-03-30,2025,3,Q1,13,Sunday,1,Spring,0
2025-03-31,2025,3,Q1,14,Monday,0,Spring,0
2025-04-01,2025,4,Q2,14,Tuesday,0,Spring,0
2025-04-02,2025,4,Q2,14,Wednesday,0,Spring,0
2025-04-03,2025,4,Q2,14,Thursday,0,Spring,0
2025-04-04,2025,4,Q2,14,Friday,0,Spring,0
2025-04-05,2025,4,Q2,14,Saturday,1,Spring,0
2025-04-06,2025,4,Q2,14,Sunday,1,Spring,0
2025-04-07,2025,4,Q2,15,Monday,0,Spring,0
2025-04-08,2025,4,Q2,15,Tuesday,0,Spring,0
2025-04-09,2025,4,Q2,15,Wednesday,0,Spring,0
2025-04-10,2025,4,Q2,15,Thursday,0,Spring,0
2025-04-11,2025,4,Q2,15,Friday,0,Spring,0
2025-04-12,2025,4,Q2,15,Saturday,1,Spring,0
2025-04-13,2025,4,Q2,15,Sunday,1,Spring,0
2025-04-14,2025,4,Q2,16,Monday,0,Spring,0
2025-04-15,2025,4,Q2,16,Tuesday,0,Spring,0
2025-04-16,2025,4,Q2,16,Wednesday,0,Spring,0
2025-04-17,2025,4,Q2,16,Thursday,0,Spring,0
2025-04-18,2025,4,Q2,16,Friday,0,Spring,0
2025-04-19,2025,4,Q2,16,Saturday,1,Spring,0
2025-04-20,2025,4,Q2,16,Sunday,1,Spring,0
2025-04-21,2025,4,Q2,17,Monday,0,Spring,0
2025-04-22,2025,4,Q2,17,Tuesday,0,Spring,0
2025-04-23,2025,4,Q2,17,Wednesday,0,Spring,0
2025-04-24,2025,4,Q2,17,Thursday,0,Spring,0
2025-04-25,2025,4,Q2,17,Friday,0,Spring,0
2025-04-26,2025,4,Q2,17,Saturday,1,Spring,0
2025-04-27,2025,4,Q2,17,Sunday,1,Spring,0
2025-04-28,2025,4,Q2,18,Monday,0,Spring,0
2025-04-29,2025,4,Q2,18,Tuesday,0,Spring,0
2025-04-30,2025,4,Q2,18,Wednesday,0,Spring,0
2025-05-01,2025,5,Q2,18,Thursday,0,Spring,0
2025-05-02,2025,5,Q2,18,Friday,0,Spring,0
2025-05-03,2025,5,Q2,18,Saturday,1,Spring,0
2025-05-04,2025,5,Q2,18,Sunday,1,Spring,0
2025-05-05,2025,5,Q2,19,Monday,0,Spring,0
2025-05-06,2025,5,Q2,19,Tuesday,0,Spring,0
2025-05-07,2025,5,Q2,19,Wednesday,0,Spring,0
2025-05-08,2025,5,Q2,19,Thursday,0,Spring,0
2025-05-09,2025,5,Q2,19,Friday,0,Spring,0
2025-05-10,2025,5,Q2,19,Saturday,1,Spring,0
2025-05-11,2025,5,Q2,19,Sunday,1,Spring,0
2025-05-12,2025,5,Q2,20,Monday,0,Spring,0
2025-05-13,2025,5,Q2,20,Tuesday,0,Spring,0
2025-05-14,2025,5,Q2,20,Wednesday,0,Spring,0
2025-05-15,2025,5,Q2,20,Thursday,0,Spring,0
2025-05-16,2025,5,Q2,20,Friday,0,Spring,0
2025-05-17,2025,5,Q2,20,Saturday,1,Spring,0
2025-05-18,2025,5,Q2,20,Sunday,1,Spring,0
2025-05-19,2025,5,Q2,21,Monday,0,Spring,0
2025-05-20,2025,5,Q2,21,Tuesday,0,Spring,0
2025-05-21,2025,5,Q2,21,Wednesday,0,Spring,0
2025-05-22,2025,5,Q2,21,Thursday,0,Spring,0
2025-05-23,2025,5,Q2,21,Friday,0,Spring,0
2025-05-24,2025,5,Q2,21,Saturday,1,Spring,0
2025-05-25,2025,5,Q2,21,Sunday,1,Spring,0
2025-05-26,2025,5,Q2,22,Monday,0,Spring,0
2025-05-27,2025,5,Q2,22,Tuesday,0,Spring,0
2025-05-28,2025,5,Q2,22,Wednesday,0,Spring,0
2025-05-29,2025,5,Q2,22,Thursday,0,Spring,0
2025-05-30,2025,5,Q2,22,Friday,0,Spring,0
2025-05-31,2025,5,Q2,22,Saturday,1,Spring,0
2025-06-01,2025,6,Q2,22,Sunday,1,Summer,0
2025-06-02,2025,6,Q2,23,Monday,0,Summer,0
2025-06-03,2025,6,Q2,23,Tuesday,0,Summer,0
2025-06-04,2025,6,Q2,23,Wednesday,0,Summer,0
2025-06-05,2025,6,Q2,23,Thursday,0,Summer,0
2025-06-06,2025,6,Q2,23,Friday,0,Summer,0
2025-06-07,2025,6,Q2,23,Saturday,1,Summer,0
2025-06-08,2025,6,Q2,23,Sunday,1,Summer,0
2025-06-09,2025,6,Q2,24,Monday,0,Summer,0
2025-06-10,2025,6,Q2,24,Tuesday,0,Summer,0
2025-06-11,2025,6,Q2,24,Wednesday,0,Summer,0
2025-06-12,2025,6,Q2,24,Thursday,0,Summer,0
2025-06-13,2025,6,Q2,24,Friday,0,Summer,0
2025-06-14,2025,6,Q2,24,Saturday,1,Summer,0
2025-06-15,2025,6,Q2,24,Sunday,1,Summer,0
2025-06-16,2025,6,Q2,25,Monday,0,Summer,0
2025-06-17,2025,6,Q2,25,Tuesday,0,Summer,0
2025-06-18,2025,6,Q2,25,Wednesday,0,Summer,0
2025-06-19,2025,6,Q2,25,Thursday,0,Summer,0
2025-06-20,2025,6,Q2,25,Friday,0,Summer,0
2025-06-21,2025,6,Q2,25,Saturday,1,Summer,0
2025-06-22,2025,6,Q2,25,Sunday,1,Summer,0
2025-06-23,2025,6,Q2,26,Monday,0,Summer,0
2025-06-24,2025,6,Q2,26,Tuesday,0,Summer,0
2025-06-25,2025,6,Q2,26,Wednesday,0,Summer,0
2025-06-26,2025,6,Q2,26,Thursday,0,Summer,0
2025-06-27,2025,6,Q2,26,Friday,0,Summer,0
2025-06-28,2025,6,Q2,26,Saturday,1,Summer,0
2025-06-29,2025,6,Q2,26,Sunday,1,Summer,0
2025-06-30,2025,6,Q2,27,Monday,0,Summer,0
2025-07-01,2025,7,Q3,27,Tuesday,0,Summer,0
2025-07-02,2025,7,Q3,27,Wednesday,0,Summer,0
2025-07-03,2025,7,Q3,27,Thursday,0,Summer,0
2025-07-04,2025,7,Q3,27,Friday,0,Summer,1
2025-07-05,2025,7,Q3,27,Saturday,1,Summer,0
2025-07-06,2025,7,Q3,27,Sunday,1,Summer,0
2025-07-07,2025,7,Q3,28,Monday,0,Summer,0
2025-07-08,2025,7,Q3,28,Tuesday,0,Summer,0
2025-07-09,2025,7,Q3,28,Wednesday,0,Summer,0
2025-07-10,2025,7,Q3,28,Thursday,0,Summer,0
2025-07-11,2025,7,Q3,28,Friday,0,Summer,0
2025-07-12,2025,7,Q3,28,Saturday,1,Summer,0
2025-07-13,2025,7,Q3,28,Sunday,1,Summer,0
2025-07-14,2025,7,Q3,29,Monday,0,Summer,0
2025-07-15,2025,7,Q3,29,Tuesday,0,Summer,0
2025-07-16,2025,7,Q3,29,Wednesday,0,Summer,0
2025-07-17,2025,7,Q3,29,Thursday,0,Summer,0
2025-07-18,2025,7,Q3,29,Friday,0,Summer,0
2025-07-19,2025,7,Q3,29,Saturday,1,Summer,0
2025-07-20,2025,7,Q3,29,Sunday,1,Summer,0
2025-07-21,2025,7,Q3,30,Monday,0,Summer,0
2025-07-22,2025,7,Q3,30,Tuesday,0,Summer,0
2025-07-23,2025,7,Q3,30,Wednesday,0,Summer,0
2025-07-24,2025,7,Q3,30,Thursday,0,Summer,0
2025-07-25,2025,7,Q3,30,Friday,0,Summer,0
2025-07-26,2025,7,Q3,30,Saturday,1,Summer,0
2025-07-27,2025,7,Q3,30,Sunday,1,Summer,0
2025-07-28,2025,7,Q3,31,Monday,0,Summer,0
2025-07-29,2025,7,Q3,31,Tuesday,0,Summer,0
2025-07-30,2025,7,Q3,31,Wednesday,0,Summer,0
2025-07-31,2025,7,Q3,31,Thursday,0,Summer,0
2025-08-01,2025,8,Q3,31,Friday,0,Summer,0
2025-08-02,2025,8,Q3,31,Saturday,1,Summer,0
2025-08-03,2025,8,Q3,31,Sunday,1,Summer,0
2025-08-04,2025,8,Q3,32,Monday,0,Summer,0
2025-08-05,2025,8,Q3,32,Tuesday,0,Summer,0
2025-08-06,2025,8,Q3,32,Wednesday,0,Summer,0
2025-08-07,2025,8,Q3,32,Thursday,0,Summer,0
2025-08-08,2025,8,Q3,32,Friday,0,Summer,0
2025-08-09,2025,8,Q3,32,Saturday,1,Summer,0
2025-08-10,2025,8,Q3,32,Sunday,1,Summer,0
2025-08-11,2025,8,Q3,33,Monday,0,Summer,0
2025-08-12,2025,8,Q3,33,Tuesday,0,Summer,0
2025-08-13,2025,8,Q3,33,Wednesday,0,Summer,0
2025-08-14,2025,8,Q3,33,Thursday,0,Summer,0
2025-08-15,2025,8,Q3,33,Friday,0,Summer,0
2025-08-16,2025,8,Q3,33,Saturday,1,Summer,0
2025-08-17,2025,8,Q3,33,Sunday,1,Summer,0
2025-08-18,2025,8,Q3,34,Monday,0,Summer,0
2025-08-19,2025,8,Q3,34,Tuesday,0,Summer,0
2025-08-20,2025,8,Q3,34,Wednesday,0,Summer,0
2025-08-21,2025,8,Q3,34,Thursday,0,Summer,0
2025-08-22,2025,8,Q3,34,Friday,0,Summer,0
2025-08-23,2025,8,Q3,34,Saturday,1,Summer,0
2025-08-24,2025,8,Q3,34,Sunday,1,Summer,0
2025-08-25,2025,8,Q3,35,Monday,0,Summer,0
2025-08-26,2025,8,Q3,35,Tuesday,0,Summer,0
2025-08-27,2025,8,Q3,35,Wednesday,0,Summer,0
2025-08-28,2025,8,Q3,35,Thursday,0,Summer,0
2025-08-29,2025,8,Q3,35,Friday,0,Summer,0
2025-08-30,2025,8,Q3,35,Saturday,1,Summer,0
2025-08-31,2025,8,Q3,35,Sunday,1,Summer,0
2025-09-01,2025,9,Q3,36,Monday,0,Fall,0
2025-09-02,2025,9,Q3,36,Tuesday,0,Fall,0
2025-09-03,2025,9,Q3,36,Wednesday,0,Fall,0
2025-09-04,2025,9,Q3,36,Thursday,0,Fall,0
2025-09-05,2025,9,Q3,36,Friday,0,Fall,0
2025-09-06,2025,9,Q3,36,Saturday,1,Fall,0
2025-09-07,2025,9,Q3,36,Sunday,1,Fall,0
2025-09-08,2025,9,Q3,37,Monday,0,Fall,0
2025-09-09,2025,9,Q3,37,Tuesday,0,Fall,0
2025-09-10,2025,9,Q3,37,Wednesday,0,Fall,0
2025-09-11,2025,9,Q3,37,Thursday,0,Fall,0
2025-09-12,2025,9,Q3,37,Friday,0,Fall,0
2025-09-13,2025,9,Q3,37,Saturday,1,Fall,0
2025-09-14,2025,9,Q3,37,Sunday,1,Fall,0
2025-09-15,2025,9,Q3,38,Monday,0,Fall,0
2025-09-16,2025,9,Q3,38,Tuesday,0,Fall,0
2025-09-17,2025,9,Q3,38,Wednesday,0,Fall,0
2025-09-18,2025,9,Q3,38,Thursday,0,Fall,0
2025-09-19,2025,9,Q3,38,Friday,0,Fall,0
2025-09-20,2025,9,Q3,38,Saturday,1,Fall,0
2025-09-21,2025,9,Q3,38,Sunday,1,Fall,0
2025-09-22,2025,9,Q3,39,Monday,0,Fall,0
2025-09-23,2025,9,Q3,39,Tuesday,0,Fall,0
2025-09-24,2025,9,Q3,39,Wednesday,0,Fall,0
2025-09-25,2025,9,Q3,39,Thursday,0,Fall,0
2025-09-26,2025,9,Q3,39,Friday,0,Fall,0
2025-09-27,2025,9,Q3,39,Saturday,1,Fall,0
2025-09-28,2025,9,Q3,39,Sunday,1,Fall,0
2025-09-29,2025,9,Q3,40,Monday,0,Fall,0
2025-09-30,2025,9,Q3,40,Tuesday,0,Fall,0
2025-10-01,2025,10,Q4,40,Wednesday,0,Fall,0
2025-10-02,2025,10,Q4,40,Thursday,0,Fall,0
2025-10-03,2025,10,Q4,40,Friday,0,Fall,0
2025-10-04,2025,10,Q4,40,Saturday,1,Fall,0
2025-10-05,2025,10,Q4,40,Sunday,1,Fall,0
2025-10-06,2025,10,Q4,41,Monday,0,Fall,0
2025-10-07,2025,10,Q4,41,Tuesday,0,Fall,0
2025-10-08,2025,10,Q4,41,Wednesday,0,Fall,0
2025-10-09,2025,10,Q4,41,Thursday,0,Fall,0
2025-10-10,2025,10,Q4,41,Friday,0,Fall,0
2025-10-11,2025,10,Q4,41,Saturday,1,Fall,0
2025-10-12,2025,10,Q4,41,Sunday,1,Fall,0
2025-10-13,2025,10,Q4,42,Monday,0,Fall,0
2025-10-14,2025,10,Q4,42,Tuesday,0,Fall,0
2025-10-15,2025,10,Q4,42,Wednesday,0,Fall,0
2025-10-16,2025,10,Q4,42,Thursday,0,Fall,0
2025-10-17,2025,10,Q4,42,Friday,0,Fall,0
2025-10-18,2025,10,Q4,42,Saturday,1,Fall,0
2025-10-19,2025,10,Q4,42,Sunday,1,Fall,0
2025-10-20,2025,10,Q4,43,Monday,0,Fall,0
2025-10-21,2025,10,Q4,43,Tuesday,0,Fall,0
2025-10-22,2025,10,Q4,43,Wednesday,0,Fall,0
2025-10-23,2025,10,Q4,43,Thursday,0,Fall,0
2025-10-24,2025,10,Q4,43,Friday,0,Fall,0
2025-10-25,2025,10,Q4,43,Saturday,1,Fall,0
2025-10-26,2025,10,Q4,43,Sunday,1,Fall,0
2025-10-27,2025,10,Q4,44,Monday,0,Fall,0
2025-10-28,2025,10,Q4,44,Tuesday,0,Fall,0
2025-10-29,2025,10,Q4,44,Wednesday,0,Fall,0
2025-10-30,2025,10,Q4,44,Thursday,0,Fall,0
2025-10-31,2025,10,Q4,44,Friday,0,Fall,0
2025-11-01,2025,11,Q4,44,Saturday,1,Fall,0
2025-11-02,2025,11,Q4,44,Sunday,1,Fall,0
2025-11-03,2025,11,Q4,45,Monday,0,Fall,0
2025-11-04,2025,11,Q4,45,Tuesday,0,Fall,0
2025-11-05,2025,11,Q4,45,Wednesday,0,Fall,0
2025-11-06,2025,11,Q4,45,Thursday,0,Fall,0
2025-11-07,2025,11,Q4,45,Friday,0,Fall,0
2025-11-08,2025,11,Q4,45,Saturday,1,Fall,0
2025-11-09,2025,11,Q4,45,Sunday,1,Fall,0
2025-11-10,2025,11,Q4,46,Monday,0,Fall,0
2025-11-11,2025,11,Q4,46,Tuesday,0,Fall,0
2025-11-12,2025,11,Q4,46,Wednesday,0,Fall,0
2025-11-13,2025,11,Q4,46,Thursday,0,Fall,0
2025-11-14,2025,11,Q4,46,Friday,0,Fall,0
2025-11-15,2025,11,Q4,46,Saturday,1,Fall,0
2025-11-16,2025,11,Q4,46,Sunday,1,Fall,0
2025-11-17,2025,11,Q4,47,Monday,0,Fall,0
2025-11-18,2025,11,Q4,47,Tuesday,0,Fall,0
2025-11-19,2025,11,Q4,47,Wednesday,0,Fall,0
2025-11-20,2025,11,Q4,47,Thursday,0,Fall,0
2025-11-21,2025,11,Q4,47,Friday,0,Fall,0
2025-11-22,2025,11,Q4,47,Saturday,1,Fall,0
2025-11-23,2025,11,Q4,47,Sunday,1,Fall,0
2025-11-24,2025,11,Q4,48,Monday,0,Fall,0
2025-11-25,2025,11,Q4,48,Tuesday,0,Fall,0
2025-11-26,2025,11,Q4,48,Wednesday,0,Fall,0
2025-11-27,2025,11,Q4,48,Thursday,0,Fall,1
2025-11-28,2025,11,Q4,48,Friday,0,Fall,0
2025-11-29,2025,11,Q4,48,Saturday,1,Fall,0
2025-11-30,2025,11,Q4,48,Sunday,1,Fall,0
2025-12-01,2025,12,Q4,49,Monday,0,Winter,0
2025-12-02,2025,12,Q4,49,Tuesday,0,Winter,0
2025-12-03,2025,12,Q4,49,Wednesday,0,Winter,0
2025-12-04,2025,12,Q4,49,Thursday,0,Winter,0
2025-12-05,2025,12,Q4,49,Friday,0,Winter,0
2025-12-06,2025,12,Q4,49,Saturday,1,Winter,0
2025-12-07,2025,12,Q4,49,Sunday,1,Winter,0
2025-12-08,2025,12,Q4,50,Monday,0,Winter,0
2025-12-09,2025,12,Q4,50,Tuesday,0,Winter,0
2025-12-10,2025,12,Q4,50,Wednesday,0,Winter,0
2025-12-11,2025,12,Q4,50,Thursday,0,Winter,0
2025-12-12,2025,12,Q4,50,Friday,0,Winter,0
2025-12-13,2025,12,Q4,50,Saturday,1,Winter,0
2025-12-14,2025,12,Q4,50,Sunday,1,Winter,0
2025-12-15,2025,12,Q4,51,Monday,0,Winter,0
2025-12-16,2025,12,Q4,51,Tuesday,0,Winter,0
2025-12-17,2025,12,Q4,51,Wednesday,0,Winter,0
2025-12-18,2025,12,Q4,51,Thursday,0,Winter,0
2025-12-19,2025,12,Q4,51,Friday,0,Winter,0
2025-12-20,2025,12,Q4,51,Saturday,1,Winter,0
2025-12-21,2025,12,Q4,51,Sunday,1,Winter,0
2025-12-22,2025,12,Q4,52,Monday,0,Winter,0
2025-12-23,2025,12,Q4,52,Tuesday,0,Winter,0
2025-12-24,2025,12,Q4,52,Wednesday,0,Winter,0
2025-12-25,2025,12,Q4,52,Thursday,0,Winter,1
2025-12-26,2025,12,Q4,52,Friday,0,Winter,0
2025-12-27,2025,12,Q4,52,Saturday,1,Winter,0
2025-12-28,2025,12,Q4,52,Sunday,1,Winter,0
2025-12-29,2025,12,Q4,1,Monday,0,Winter,0
2025-12-30,2025,12,Q4,1,Tuesday,0,Winter,0
2025-12-31,2025,12,Q4,1,Wednesday,0,Winter,0
